date,cum_power
21-06-2017,22205
22-06-2017,22231
23-06-2017,22257
24-06-2017,22283
25-06-2017,22290
26-06-2017,22301
27-06-2017,22320
28-06-2017,22341
29-06-2017,22354
30-06-2017,22369
01-07-2017,22384
02-07-2017,22389
03-07-2017,22410
04-07-2017,22435
05-07-2017,22459
06-07-2017,22485
07-07-2017,22501
08-07-2017,22526
09-07-2017,22550
10-07-2017,22572
11-07-2017,22586
12-07-2017,22598
13-07-2017,22616
14-07-2017,22640
15-07-2017,22654
16-07-2017,22666
17-07-2017,22680
18-07-2017,22700
19-07-2017,22727
20-07-2017,22745
21-07-2017,22764
22-07-2017,22789
23-07-2017,22801
24-07-2017,22817
25-07-2017,22836
26-07-2017,22850
27-07-2017,22869
28-07-2017,22890
29-07-2017,22900
30-07-2017,22910
31-07-2017,22931
01-08-2017,22954
02-08-2017,22971
03-08-2017,22980
04-08-2017,23004
05-08-2017,23021
06-08-2017,23035
07-08-2017,23055
08-08-2017,23080
09-08-2017,23083
10-08-2017,23103
11-08-2017,23108
12-08-2017,23125
13-08-2017,23134
14-08-2017,23148
15-08-2017,23169
16-08-2017,23181
17-08-2017,23198
18-08-2017,23205
19-08-2017,23218
20-08-2017,23231
21-08-2017,23245
22-08-2017,23255
23-08-2017,23274
24-08-2017,23288
25-08-2017,23305
26-08-2017,23320
27-08-2017,23335
28-08-2017,23353
29-08-2017,23372
30-08-2017,23391
31-08-2017,23398
01-09-2017,23411
02-09-2017,23422
03-09-2017,23438
04-09-2017,23452
05-09-2017,23459
06-09-2017,23466
07-09-2017,23474
08-09-2017,23485
09-09-2017,23488
10-09-2017,23501
11-09-2017,23512
12-09-2017,23522
13-09-2017,23541
14-09-2017,23557
15-09-2017,23562
16-09-2017,23577
17-09-2017,23585
18-09-2017,23597
19-09-2017,23606
20-09-2017,23617
21-09-2017,23631
22-09-2017,23646
23-09-2017,23657
24-09-2017,23674
25-09-2017,23691
26-09-2017,23705
27-09-2017,23720
28-09-2017,23728
29-09-2017,23735
30-09-2017,23744
01-10-2017,23751
02-10-2017,23756
03-10-2017,23765
04-10-2017,23780
05-10-2017,23787
06-10-2017,23797
07-10-2017,23808
08-10-2017,23810
09-10-2017,23815
10-10-2017,23820
11-10-2017,23825
12-10-2017,23829
13-10-2017,23841
14-10-2017,23847
15-10-2017,23856
16-10-2017,23866
17-10-2017,23875
18-10-2017,23881
19-10-2017,23887
20-10-2017,23894
21-10-2017,23898
22-10-2017,23906
23-10-2017,23909
24-10-2017,23914
25-10-2017,23915
26-10-2017,23917
27-10-2017,23920
28-10-2017,23928
29-10-2017,23931
30-10-2017,23937
31-10-2017,23943
01-11-2017,23946
02-11-2017,23951
03-11-2017,23957
04-11-2017,23963
05-11-2017,23964
06-11-2017,23970
07-11-2017,23976
08-11-2017,23982
09-11-2017,23983
10-11-2017,23988
11-11-2017,23990
12-11-2017,23992
13-11-2017,23995
14-11-2017,24001
15-11-2017,24003
16-11-2017,24004
17-11-2017,24006
18-11-2017,24008
19-11-2017,24010
20-11-2017,24014
21-11-2017,24014
22-11-2017,24015
23-11-2017,24015
24-11-2017,24023
25-11-2017,24026
26-11-2017,24029
27-11-2017,24036
28-11-2017,24036
29-11-2017,24038
30-11-2017,24040
01-12-2017,24041
02-12-2017,24042
03-12-2017,24043
04-12-2017,24044
05-12-2017,24046
06-12-2017,24047
07-12-2017,24048
08-12-2017,24048
09-12-2017,24051
10-12-2017,24053
11-12-2017,24053
12-12-2017,24053
13-12-2017,24054
14-12-2017,24054
15-12-2017,24057
16-12-2017,24058
17-12-2017,24060
18-12-2017,24062
19-12-2017,24064
20-12-2017,24065
21-12-2017,24066
22-12-2017,24066
23-12-2017,24067
24-12-2017,24067
25-12-2017,24068
26-12-2017,24069
27-12-2017,24070
28-12-2017,24072
29-12-2017,24075
30-12-2017,24075
31-12-2017,24076
01-01-2018,24077
02-01-2018,24078
03-01-2018,24080
04-01-2018,24081
05-01-2018,24081
06-01-2018,24083
07-01-2018,24084
08-01-2018,24088
09-01-2018,24089
10-01-2018,24090
11-01-2018,24091
12-01-2018,24093
13-01-2018,24094
14-01-2018,24096
15-01-2018,24098
16-01-2018,24099
17-01-2018,24103
18-01-2018,24104
19-01-2018,24107
20-01-2018,24112
21-01-2018,24112
22-01-2018,24115
23-01-2018,24119
24-01-2018,24121
25-01-2018,24124
26-01-2018,24126
27-01-2018,24128
28-01-2018,24130
29-01-2018,24132
30-01-2018,24134
31-01-2018,24140
01-02-2018,24141
02-02-2018,24145
03-02-2018,24149
04-02-2018,24150
05-02-2018,24155
06-02-2018,24163
07-02-2018,24170
08-02-2018,24178
09-02-2018,24186
10-02-2018,24189
11-02-2018,24199
12-02-2018,24203
13-02-2018,24209
14-02-2018,24218
15-02-2018,24225
16-02-2018,24229
17-02-2018,24236
18-02-2018,24247
19-02-2018,24255
20-02-2018,24259
21-02-2018,24263
22-02-2018,24274
23-02-2018,24285
24-02-2018,24297
25-02-2018,24306
26-02-2018,24318
27-02-2018,24326
28-02-2018,24334
01-03-2018,24347
02-03-2018,24358
03-03-2018,24360
04-03-2018,24370
05-03-2018,24374
06-03-2018,24380
07-03-2018,24389
08-03-2018,24393
09-03-2018,24402
10-03-2018,24408
11-03-2018,24412
12-03-2018,24421
13-03-2018,24428
14-03-2018,24430
15-03-2018,24442
16-03-2018,24445
17-03-2018,24449
18-03-2018,24451
19-03-2018,24461
20-03-2018,24480
21-03-2018,24502
22-03-2018,24512
23-03-2018,24523
24-03-2018,24534
25-03-2018,24544
26-03-2018,24557
27-03-2018,24572
28-03-2018,24576
29-03-2018,24579
30-03-2018,24596
31-03-2018,24604
01-04-2018,24614
02-04-2018,24621
03-04-2018,24630
04-04-2018,24641
05-04-2018,24652
06-04-2018,24664
07-04-2018,24683
08-04-2018,24702
09-04-2018,24722
10-04-2018,24730
11-04-2018,24742
12-04-2018,24748
13-04-2018,24753
14-04-2018,24763
15-04-2018,24778
16-04-2018,24790
17-04-2018,24809
18-04-2018,24834
19-04-2018,24857
20-04-2018,24882
21-04-2018,24905
22-04-2018,24928
23-04-2018,24948
24-04-2018,24963
25-04-2018,24977
26-04-2018,24993
27-04-2018,25017
28-04-2018,25030
29-04-2018,25040
30-04-2018,25043
01-05-2018,25051
02-05-2018,25075
03-05-2018,25098
04-05-2018,25123
05-05-2018,25151
06-05-2018,25179
07-05-2018,25206
08-05-2018,25232
09-05-2018,25259
10-05-2018,25284
11-05-2018,25297
12-05-2018,25316
13-05-2018,25335
14-05-2018,25337
15-05-2018,25362
16-05-2018,25386
17-05-2018,25403
18-05-2018,25432
19-05-2018,25462
20-05-2018,25474
21-05-2018,25500
22-05-2018,25521
23-05-2018,25536
24-05-2018,25556
25-05-2018,25572
26-05-2018,25590
27-05-2018,25610
28-05-2018,25631
29-05-2018,25657
30-05-2018,25670
31-05-2018,25695
01-06-2018,25716
02-06-2018,25721
03-06-2018,25731
04-06-2018,25750
05-06-2018,25774
06-06-2018,25789
07-06-2018,25815
08-06-2018,25828
09-06-2018,25845
10-06-2018,25866
11-06-2018,25884
12-06-2018,25903
13-06-2018,25916
14-06-2018,25932
15-06-2018,25942
16-06-2018,25963
17-06-2018,25984
18-06-2018,25993
19-06-2018,26006
20-06-2018,26013
21-06-2018,26044
22-06-2018,26062
23-06-2018,26072
24-06-2018,26096
25-06-2018,26120
26-06-2018,26147
27-06-2018,26177
28-06-2018,26203
29-06-2018,26229
30-06-2018,26258
01-07-2018,26285
02-07-2018,26315
03-07-2018,26345
04-07-2018,26365
05-07-2018,26391
06-07-2018,26422
07-07-2018,26442
08-07-2018,26464
09-07-2018,26492
10-07-2018,26506
11-07-2018,26511
12-07-2018,26525
13-07-2018,26555
14-07-2018,26580
15-07-2018,26608
16-07-2018,26634
17-07-2018,26651
18-07-2018,26675
19-07-2018,26695
20-07-2018,26715
21-07-2018,26727
22-07-2018,26753
23-07-2018,26775
24-07-2018,26796
25-07-2018,26816
26-07-2018,26841
27-07-2018,26861
28-07-2018,26879
29-07-2018,26906
30-07-2018,26920
31-07-2018,26940
01-08-2018,26963
02-08-2018,26988
03-08-2018,27014
04-08-2018,27038
05-08-2018,27060
06-08-2018,27087
07-08-2018,27112
08-08-2018,27130
09-08-2018,27148
10-08-2018,27155
11-08-2018,27172
12-08-2018,27194
13-08-2018,27212
14-08-2018,27226
15-08-2018,27236
16-08-2018,27246
17-08-2018,27269
18-08-2018,27292
19-08-2018,27301
20-08-2018,27322
21-08-2018,27329
22-08-2018,27345
23-08-2018,27368
24-08-2018,27379
25-08-2018,27393
26-08-2018,27412
27-08-2018,27420
28-08-2018,27429
29-08-2018,27445
30-08-2018,27450
31-08-2018,27470
01-09-2018,27488
02-09-2018,27505
03-09-2018,27526
04-09-2018,27531
05-09-2018,27543
06-09-2018,27556
07-09-2018,27570
08-09-2018,27591
09-09-2018,27601
10-09-2018,27621
11-09-2018,27632
12-09-2018,27653
13-09-2018,27663
14-09-2018,27672
15-09-2018,27681
16-09-2018,27691
17-09-2018,27705
18-09-2018,27723
19-09-2018,27741
20-09-2018,27762
21-09-2018,27788
22-09-2018,27793
23-09-2018,27797
24-09-2018,27811
25-09-2018,27826
26-09-2018,27834
27-09-2018,27843
28-09-2018,27859
29-09-2018,27871
30-09-2018,27886
01-10-2018,27895
02-10-2018,27905
03-10-2018,27911
04-10-2018,27926
05-10-2018,27938
06-10-2018,27951
07-10-2018,27963
08-10-2018,27975
09-10-2018,27986
10-10-2018,27998
11-10-2018,28010
12-10-2018,28021
13-10-2018,28030
14-10-2018,28040
15-10-2018,28049
16-10-2018,28060
17-10-2018,28071
18-10-2018,28077
19-10-2018,28081
20-10-2018,28086
21-10-2018,28095
22-10-2018,28101
23-10-2018,28109
24-10-2018,28115
25-10-2018,28117
26-10-2018,28120
