cluster_id,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count
10,200909,Sun Country Airlines,US,Terminal 1,3034
1,200909,TACA,Central America,International,3870
1,200909,TACA,Central America,International,3476
5,200909,US Airways,US,Terminal 1,68226
5,200909,US Airways,US,Terminal 1,70130
10,200909,United Airlines,US,Terminal 1,60945
10,200909,United Airlines,US,Terminal 1,60936
9,200909,United Airlines - Pre 07/01/2013,US,International,6934
9,200909,United Airlines - Pre 07/01/2013,US,International,5198
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,18941
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,19647
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,243
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,359882
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,373299
9,200909,United Airlines - Pre 07/01/2013,US,Terminal 3,4614
8,200909,United Airlines - Pre 07/01/2013,Asia,International,63857
8,200909,United Airlines - Pre 07/01/2013,Asia,International,57377
8,200909,United Airlines - Pre 07/01/2013,Asia,International,1602
8,200909,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9337
8,200909,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9081
8,200909,United Airlines - Pre 07/01/2013,Australia / Oceania,International,247
9,200909,United Airlines - Pre 07/01/2013,Canada,Terminal 3,16050
9,200909,United Airlines - Pre 07/01/2013,Canada,Terminal 3,17846
9,200909,United Airlines - Pre 07/01/2013,Canada,Terminal 3,94
8,200909,United Airlines - Pre 07/01/2013,Europe,International,31534
8,200909,United Airlines - Pre 07/01/2013,Europe,International,32527
8,200909,United Airlines - Pre 07/01/2013,Europe,International,541
6,200909,United Airlines - Pre 07/01/2013,Mexico,International,3203
6,200909,United Airlines - Pre 07/01/2013,Mexico,International,3528
6,200909,United Airlines - Pre 07/01/2013,Mexico,International,114
2,200909,Virgin America,US,International,106231
2,200909,Virgin America,US,International,109898
3,200909,Virgin Atlantic,Europe,International,9952
3,200909,Virgin Atlantic,Europe,International,10174
11,200909,WestJet Airlines,Canada,International,1405
11,200909,WestJet Airlines,Canada,International,1465
3,200910,Aer Lingus,Europe,International,2125
3,200910,Aer Lingus,Europe,International,2042
6,200910,Aeromexico,Mexico,International,2420
6,200910,Aeromexico,Mexico,International,2589
11,200910,Air Canada ,Canada,Terminal 3,21059
11,200910,Air Canada ,Canada,Terminal 3,20349
1,200910,Air China,Asia,International,5477
1,200910,Air China,Asia,International,5265
3,200910,Air France,Europe,International,11892
3,200910,Air France,Europe,International,11834
1,200910,Air New Zealand,Australia / Oceania,International,3932
1,200910,Air New Zealand,Australia / Oceania,International,6166
10,200910,AirTran Airways,US,Terminal 1,11103
10,200910,AirTran Airways,US,Terminal 1,11863
10,200910,Alaska Airlines,US,Terminal 1,34105
10,200910,Alaska Airlines,US,Terminal 1,35074
6,200910,Alaska Airlines,Mexico,International,3874
6,200910,Alaska Airlines,Mexico,Terminal 1,4061
1,200910,All Nippon Airways,Asia,International,6543
1,200910,All Nippon Airways,Asia,International,6905
0,200910,American Airlines,US,Terminal 3,146842
0,200910,American Airlines,US,Terminal 3,147299
0,200910,American Eagle Airlines,US,Terminal 3,1926
0,200910,American Eagle Airlines,US,Terminal 3,1858
1,200910,Asiana Airlines,Asia,International,3723
1,200910,Asiana Airlines,Asia,International,4859
3,200910,British Airways,Europe,International,18727
3,200910,British Airways,Europe,International,19685
1,200910,Cathay Pacific,Asia,International,16579
1,200910,Cathay Pacific,Asia,International,18147
1,200910,China Airlines,Asia,International,7120
1,200910,China Airlines,Asia,International,9446
10,200910,Delta Air Lines,US,Terminal 1,65476
10,200910,Delta Air Lines,US,Terminal 1,67104
1,200910,EVA Airways,Asia,International,9933
1,200910,EVA Airways,Asia,International,11847
4,200910,Emirates ,Middle East,International,6243
4,200910,Emirates ,Middle East,International,7528
10,200910,Frontier Airlines,US,Terminal 1,15205
10,200910,Frontier Airlines,US,Terminal 1,14162
10,200910,Hawaiian Airlines,US,Terminal 1,7750
10,200910,Hawaiian Airlines,US,Terminal 1,7441
10,200910,Horizon Air ,US,Terminal 1,8602
10,200910,Horizon Air ,US,Terminal 1,8352
1,200910,Japan Airlines,Asia,International,6647
1,200910,Japan Airlines,Asia,International,6987
2,200910,JetBlue Airways ,US,International,20958
2,200910,JetBlue Airways ,US,International,21242
3,200910,KLM Royal Dutch Airlines,Europe,International,11028
3,200910,KLM Royal Dutch Airlines,Europe,International,10723
1,200910,Korean Air Lines,Asia,International,3861
1,200910,Korean Air Lines,Asia,International,4599
3,200910,Lufthansa German Airlines,Europe,International,19211
3,200910,Lufthansa German Airlines,Europe,International,18813
6,200910,Mexicana Airlines,Mexico,International,8900
6,200910,Mexicana Airlines,Mexico,International,10173
0,200910,Midwest Airlines,US,Terminal 3,2436
0,200910,Midwest Airlines,US,Terminal 3,2312
10,200910,Northwest Airlines,US,Terminal 1,46984
10,200910,Northwest Airlines,US,Terminal 1,47951
10,200910,Northwest Airlines,US,Terminal 1,1332
1,200910,Northwest Airlines,Asia,International,6173
1,200910,Northwest Airlines,Asia,International,6431
1,200910,Philippine Airlines,Asia,International,7214
1,200910,Philippine Airlines,Asia,International,7770
1,200910,Qantas Airways,Australia / Oceania,International,5039
1,200910,Qantas Airways,Australia / Oceania,International,5754
1,200910,Singapore Airlines,Asia,International,12263
1,200910,Singapore Airlines,Asia,International,14589
10,200910,SkyWest Airlines,US,Terminal 1,10654
10,200910,SkyWest Airlines,US,Terminal 1,10470
0,200910,SkyWest Airlines,US,Terminal 3,107547
0,200910,SkyWest Airlines,US,Terminal 3,108411
11,200910,SkyWest Airlines,Canada,International,2159
7,200910,SkyWest Airlines,Canada,Terminal 3,9189
7,200910,SkyWest Airlines,Canada,Terminal 3,10593
10,200910,Southwest Airlines,US,Terminal 1,140216
10,200910,Southwest Airlines,US,Terminal 1,140781
10,200910,Southwest Airlines,US,Terminal 1,79
10,200910,Sun Country Airlines,US,Terminal 1,62
1,200910,TACA,Central America,International,3257
1,200910,TACA,Central America,International,3752
5,200910,US Airways,US,Terminal 1,71823
5,200910,US Airways,US,Terminal 1,72443
10,200910,United Airlines,US,Terminal 1,62321
10,200910,United Airlines,US,Terminal 1,63635
9,200910,United Airlines - Pre 07/01/2013,US,International,9512
9,200910,United Airlines - Pre 07/01/2013,US,International,5087
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,19939
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,19961
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,267
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,378838
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,379265
9,200910,United Airlines - Pre 07/01/2013,US,Terminal 3,5070
8,200910,United Airlines - Pre 07/01/2013,Asia,International,56958
8,200910,United Airlines - Pre 07/01/2013,Asia,International,60976
8,200910,United Airlines - Pre 07/01/2013,Asia,International,1809
8,200910,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8568
8,200910,United Airlines - Pre 07/01/2013,Australia / Oceania,International,11048
8,200910,United Airlines - Pre 07/01/2013,Australia / Oceania,International,420
9,200910,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13642
9,200910,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13638
9,200910,United Airlines - Pre 07/01/2013,Canada,Terminal 3,115
8,200910,United Airlines - Pre 07/01/2013,Europe,International,24385
8,200910,United Airlines - Pre 07/01/2013,Europe,International,23827
8,200910,United Airlines - Pre 07/01/2013,Europe,International,343
6,200910,United Airlines - Pre 07/01/2013,Mexico,International,3004
6,200910,United Airlines - Pre 07/01/2013,Mexico,International,3252
6,200910,United Airlines - Pre 07/01/2013,Mexico,International,147
2,200910,Virgin America,US,International,111971
2,200910,Virgin America,US,International,113525
3,200910,Virgin Atlantic,Europe,International,9750
3,200910,Virgin Atlantic,Europe,International,10015
11,200910,WestJet Airlines,Canada,International,1325
11,200910,WestJet Airlines,Canada,International,1457
6,200911,Aeromexico,Mexico,International,2282
6,200911,Aeromexico,Mexico,International,2776
11,200911,Air Canada ,Canada,Terminal 3,15320
11,200911,Air Canada ,Canada,Terminal 3,14760
1,200911,Air China,Asia,International,4849
1,200911,Air China,Asia,International,4208
3,200911,Air France,Europe,International,6860
3,200911,Air France,Europe,International,7229
1,200911,Air New Zealand,Australia / Oceania,International,5084
1,200911,Air New Zealand,Australia / Oceania,International,5712
10,200911,AirTran Airways,US,Terminal 1,11103
10,200911,AirTran Airways,US,Terminal 1,11863
10,200911,Alaska Airlines,US,Terminal 1,30524
10,200911,Alaska Airlines,US,Terminal 1,31460
6,200911,Alaska Airlines,Mexico,International,7232
6,200911,Alaska Airlines,Mexico,Terminal 1,7429
1,200911,All Nippon Airways,Asia,International,6438
1,200911,All Nippon Airways,Asia,International,6536
0,200911,American Airlines,US,Terminal 3,132095
0,200911,American Airlines,US,Terminal 3,133887
0,200911,American Eagle Airlines,US,Terminal 3,1131
0,200911,American Eagle Airlines,US,Terminal 3,977
1,200911,Asiana Airlines,Asia,International,4339
1,200911,Asiana Airlines,Asia,International,4357
3,200911,British Airways,Europe,International,13751
3,200911,British Airways,Europe,International,14796
1,200911,Cathay Pacific,Asia,International,18346
1,200911,Cathay Pacific,Asia,International,21058
1,200911,China Airlines,Asia,International,9362
1,200911,China Airlines,Asia,International,10950
10,200911,Delta Air Lines,US,Terminal 1,57082
10,200911,Delta Air Lines,US,Terminal 1,59804
1,200911,EVA Airways,Asia,International,11902
1,200911,EVA Airways,Asia,International,13601
4,200911,Emirates ,Middle East,International,6416
4,200911,Emirates ,Middle East,International,9549
10,200911,Frontier Airlines,US,Terminal 1,14313
10,200911,Frontier Airlines,US,Terminal 1,13422
10,200911,Hawaiian Airlines,US,Terminal 1,7033
10,200911,Hawaiian Airlines,US,Terminal 1,7153
10,200911,Horizon Air ,US,Terminal 1,8439
10,200911,Horizon Air ,US,Terminal 1,8248
1,200911,Japan Airlines,Asia,International,6306
1,200911,Japan Airlines,Asia,International,6706
2,200911,JetBlue Airways ,US,International,16821
2,200911,JetBlue Airways ,US,International,17303
3,200911,KLM Royal Dutch Airlines,Europe,International,6151
3,200911,KLM Royal Dutch Airlines,Europe,International,6406
1,200911,Korean Air Lines,Asia,International,3488
1,200911,Korean Air Lines,Asia,International,3897
3,200911,Lufthansa German Airlines,Europe,International,16651
3,200911,Lufthansa German Airlines,Europe,International,16160
6,200911,Mexicana Airlines,Mexico,International,9354
6,200911,Mexicana Airlines,Mexico,International,10183
10,200911,Midwest Airlines,US,Terminal 1,2158
10,200911,Midwest Airlines,US,Terminal 1,2307
10,200911,Northwest Airlines,US,Terminal 1,41411
10,200911,Northwest Airlines,US,Terminal 1,42238
10,200911,Northwest Airlines,US,Terminal 1,986
1,200911,Northwest Airlines,Asia,International,6585
1,200911,Northwest Airlines,Asia,International,6628
1,200911,Philippine Airlines,Asia,International,7195
1,200911,Philippine Airlines,Asia,International,7745
1,200911,Qantas Airways,Australia / Oceania,International,4676
1,200911,Qantas Airways,Australia / Oceania,International,4388
1,200911,Singapore Airlines,Asia,International,12644
1,200911,Singapore Airlines,Asia,International,13787
10,200911,SkyWest Airlines,US,Terminal 1,10237
10,200911,SkyWest Airlines,US,Terminal 1,9944
0,200911,SkyWest Airlines,US,Terminal 3,106832
0,200911,SkyWest Airlines,US,Terminal 3,105985
11,200911,SkyWest Airlines,Canada,International,2027
7,200911,SkyWest Airlines,Canada,Terminal 3,7614
7,200911,SkyWest Airlines,Canada,Terminal 3,10195
10,200911,Southwest Airlines,US,Terminal 1,131186
10,200911,Southwest Airlines,US,Terminal 1,130341
10,200911,Southwest Airlines,US,Terminal 1,88
10,200911,Sun Country Airlines,US,Terminal 1,836
10,200911,Sun Country Airlines,US,Terminal 1,857
1,200911,TACA,Central America,International,3582
1,200911,TACA,Central America,International,4037
5,200911,US Airways,US,Terminal 1,61642
5,200911,US Airways,US,Terminal 1,63489
10,200911,United Airlines,US,Terminal 1,54167
10,200911,United Airlines,US,Terminal 1,54503
9,200911,United Airlines - Pre 07/01/2013,US,International,12195
9,200911,United Airlines - Pre 07/01/2013,US,International,5249
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,18358
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,18573
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,224
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,348799
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,352889
9,200911,United Airlines - Pre 07/01/2013,US,Terminal 3,4253
8,200911,United Airlines - Pre 07/01/2013,Asia,International,52515
8,200911,United Airlines - Pre 07/01/2013,Asia,International,48658
8,200911,United Airlines - Pre 07/01/2013,Asia,International,1703
8,200911,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9063
8,200911,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9069
8,200911,United Airlines - Pre 07/01/2013,Australia / Oceania,International,239
9,200911,United Airlines - Pre 07/01/2013,Canada,Terminal 3,8218
9,200911,United Airlines - Pre 07/01/2013,Canada,Terminal 3,8494
9,200911,United Airlines - Pre 07/01/2013,Canada,Terminal 3,121
8,200911,United Airlines - Pre 07/01/2013,Europe,International,16586
8,200911,United Airlines - Pre 07/01/2013,Europe,International,16125
8,200911,United Airlines - Pre 07/01/2013,Europe,International,329
6,200911,United Airlines - Pre 07/01/2013,Mexico,International,6539
6,200911,United Airlines - Pre 07/01/2013,Mexico,International,7541
6,200911,United Airlines - Pre 07/01/2013,Mexico,International,86
2,200911,Virgin America,US,International,108017
2,200911,Virgin America,US,International,109527
3,200911,Virgin Atlantic,Europe,International,6811
3,200911,Virgin Atlantic,Europe,International,7891
6,200912,Aeromexico,Mexico,International,2210
6,200912,Aeromexico,Mexico,International,3123
11,200912,Air Canada ,Canada,Terminal 3,17301
11,200912,Air Canada ,Canada,Terminal 3,15849
1,200912,Air China,Asia,International,5428
1,200912,Air China,Asia,International,5448
3,200912,Air France,Europe,International,7331
3,200912,Air France,Europe,International,7504
1,200912,Air New Zealand,Australia / Oceania,International,5646
1,200912,Air New Zealand,Australia / Oceania,International,6375
10,200912,AirTran Airways,US,Terminal 1,10963
10,200912,AirTran Airways,US,Terminal 1,11228
10,200912,Alaska Airlines,US,Terminal 1,30804
10,200912,Alaska Airlines,US,Terminal 1,32152
6,200912,Alaska Airlines,Mexico,International,7912
6,200912,Alaska Airlines,Mexico,Terminal 1,8496
1,200912,All Nippon Airways,Asia,International,6480
1,200912,All Nippon Airways,Asia,International,7032
0,200912,American Airlines,US,Terminal 3,129652
0,200912,American Airlines,US,Terminal 3,129921
1,200912,Asiana Airlines,Asia,International,4573
1,200912,Asiana Airlines,Asia,International,4965
3,200912,British Airways,Europe,International,11911
3,200912,British Airways,Europe,International,11858
1,200912,Cathay Pacific,Asia,International,20249
1,200912,Cathay Pacific,Asia,International,21373
1,200912,China Airlines,Asia,International,10092
1,200912,China Airlines,Asia,International,11065
10,200912,Delta Air Lines,US,Terminal 1,60141
10,200912,Delta Air Lines,US,Terminal 1,59159
1,200912,EVA Airways,Asia,International,12927
1,200912,EVA Airways,Asia,International,15089
4,200912,Emirates ,Middle East,International,8852
4,200912,Emirates ,Middle East,International,9351
10,200912,Frontier Airlines,US,Terminal 1,13138
10,200912,Frontier Airlines,US,Terminal 1,12526
10,200912,Hawaiian Airlines,US,Terminal 1,7018
10,200912,Hawaiian Airlines,US,Terminal 1,7278
10,200912,Horizon Air ,US,Terminal 1,8661
10,200912,Horizon Air ,US,Terminal 1,8814
1,200912,Japan Airlines,Asia,International,6240
1,200912,Japan Airlines,Asia,International,7425
2,200912,JetBlue Airways ,US,International,19297
2,200912,JetBlue Airways ,US,International,20158
3,200912,KLM Royal Dutch Airlines,Europe,International,6705
3,200912,KLM Royal Dutch Airlines,Europe,International,6400
1,200912,Korean Air Lines,Asia,International,4150
1,200912,Korean Air Lines,Asia,International,4718
3,200912,Lufthansa German Airlines,Europe,International,16892
3,200912,Lufthansa German Airlines,Europe,International,16862
10,200912,Mesa Airlines,US,Terminal 1,2115
10,200912,Mesa Airlines,US,Terminal 1,2472
10,200912,Mesaba Airlines,US,Terminal 1,1630
10,200912,Mesaba Airlines,US,Terminal 1,1829
6,200912,Mexicana Airlines,Mexico,International,8997
6,200912,Mexicana Airlines,Mexico,International,12371
10,200912,Midwest Airlines,US,Terminal 1,2305
10,200912,Midwest Airlines,US,Terminal 1,2293
10,200912,Northwest Airlines,US,Terminal 1,41165
10,200912,Northwest Airlines,US,Terminal 1,41571
10,200912,Northwest Airlines,US,Terminal 1,1456
1,200912,Northwest Airlines,Asia,International,6788
1,200912,Northwest Airlines,Asia,International,7360
1,200912,Philippine Airlines,Asia,International,8258
1,200912,Philippine Airlines,Asia,International,11919
1,200912,Qantas Airways,Australia / Oceania,International,4534
1,200912,Qantas Airways,Australia / Oceania,International,4096
1,200912,Singapore Airlines,Asia,International,14172
1,200912,Singapore Airlines,Asia,International,14858
10,200912,SkyWest Airlines,US,Terminal 1,7713
10,200912,SkyWest Airlines,US,Terminal 1,7947
0,200912,SkyWest Airlines,US,Terminal 3,106896
0,200912,SkyWest Airlines,US,Terminal 3,109015
11,200912,SkyWest Airlines,Canada,International,2454
7,200912,SkyWest Airlines,Canada,Terminal 3,9368
7,200912,SkyWest Airlines,Canada,Terminal 3,11054
10,200912,Southwest Airlines,US,Terminal 1,125652
10,200912,Southwest Airlines,US,Terminal 1,130795
10,200912,Southwest Airlines,US,Terminal 1,229
10,200912,Sun Country Airlines,US,Terminal 1,2997
10,200912,Sun Country Airlines,US,Terminal 1,2902
1,200912,TACA,Central America,International,4947
1,200912,TACA,Central America,International,6607
5,200912,US Airways,US,Terminal 1,58144
5,200912,US Airways,US,Terminal 1,59770
10,200912,United Airlines,US,Terminal 1,60291
10,200912,United Airlines,US,Terminal 1,61009
9,200912,United Airlines - Pre 07/01/2013,US,International,11829
9,200912,United Airlines - Pre 07/01/2013,US,International,5063
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,19123
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,19355
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,253
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,363333
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,367743
9,200912,United Airlines - Pre 07/01/2013,US,Terminal 3,4797
8,200912,United Airlines - Pre 07/01/2013,Asia,International,52591
8,200912,United Airlines - Pre 07/01/2013,Asia,International,55284
8,200912,United Airlines - Pre 07/01/2013,Asia,International,1933
8,200912,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10036
8,200912,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10729
8,200912,United Airlines - Pre 07/01/2013,Australia / Oceania,International,364
9,200912,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11802
9,200912,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12558
9,200912,United Airlines - Pre 07/01/2013,Canada,Terminal 3,92
8,200912,United Airlines - Pre 07/01/2013,Europe,International,17757
8,200912,United Airlines - Pre 07/01/2013,Europe,International,17453
8,200912,United Airlines - Pre 07/01/2013,Europe,International,338
6,200912,United Airlines - Pre 07/01/2013,Mexico,International,7657
6,200912,United Airlines - Pre 07/01/2013,Mexico,International,9298
6,200912,United Airlines - Pre 07/01/2013,Mexico,International,65
2,200912,Virgin America,US,International,109590
2,200912,Virgin America,US,International,112993
3,200912,Virgin Atlantic,Europe,International,7505
3,200912,Virgin Atlantic,Europe,International,7947
6,201001,Aeromexico,Mexico,International,2395
6,201001,Aeromexico,Mexico,International,2927
11,201001,Air Canada ,Canada,Terminal 3,14300
11,201001,Air Canada ,Canada,Terminal 3,13116
4,201001,Air China,Asia,International,5614
4,201001,Air China,Asia,International,5049
3,201001,Air France,Europe,International,7406
3,201001,Air France,Europe,International,6895
1,201001,Air New Zealand,Australia / Oceania,International,6234
1,201001,Air New Zealand,Australia / Oceania,International,6929
10,201001,AirTran Airways,US,Terminal 1,7542
10,201001,AirTran Airways,US,Terminal 1,7410
10,201001,Alaska Airlines,US,Terminal 1,24281
10,201001,Alaska Airlines,US,Terminal 1,25053
6,201001,Alaska Airlines,Mexico,International,7729
6,201001,Alaska Airlines,Mexico,Terminal 1,6865
1,201001,All Nippon Airways,Asia,International,7204
1,201001,All Nippon Airways,Asia,International,6410
0,201001,American Airlines,US,Terminal 3,119173
0,201001,American Airlines,US,Terminal 3,112859
1,201001,Asiana Airlines,Asia,International,5195
1,201001,Asiana Airlines,Asia,International,4819
3,201001,British Airways,Europe,International,11239
3,201001,British Airways,Europe,International,11806
1,201001,Cathay Pacific,Asia,International,22970
1,201001,Cathay Pacific,Asia,International,20646
1,201001,China Airlines,Asia,International,11200
1,201001,China Airlines,Asia,International,11402
10,201001,Delta Air Lines,US,Terminal 1,52648
10,201001,Delta Air Lines,US,Terminal 1,52348
1,201001,EVA Airways,Asia,International,15627
1,201001,EVA Airways,Asia,International,13639
4,201001,Emirates ,Middle East,International,9487
4,201001,Emirates ,Middle East,International,8027
10,201001,Frontier Airlines,US,Terminal 1,12344
10,201001,Frontier Airlines,US,Terminal 1,10416
10,201001,Hawaiian Airlines,US,Terminal 1,7323
10,201001,Hawaiian Airlines,US,Terminal 1,6786
10,201001,Horizon Air ,US,Terminal 1,8058
10,201001,Horizon Air ,US,Terminal 1,7757
1,201001,Japan Airlines,Asia,International,7244
1,201001,Japan Airlines,Asia,International,6402
2,201001,JetBlue Airways ,US,International,25047
2,201001,JetBlue Airways ,US,International,24824
3,201001,KLM Royal Dutch Airlines,Europe,International,6744
3,201001,KLM Royal Dutch Airlines,Europe,International,5664
1,201001,Korean Air Lines,Asia,International,4972
1,201001,Korean Air Lines,Asia,International,4326
3,201001,Lufthansa German Airlines,Europe,International,17139
3,201001,Lufthansa German Airlines,Europe,International,16541
10,201001,Mesa Airlines,US,Terminal 1,582
10,201001,Mesa Airlines,US,Terminal 1,320
10,201001,Mesaba Airlines,US,Terminal 1,1513
10,201001,Mesaba Airlines,US,Terminal 1,1530
6,201001,Mexicana Airlines,Mexico,International,12417
6,201001,Mexicana Airlines,Mexico,International,10168
10,201001,Midwest Airlines,US,Terminal 1,1690
10,201001,Midwest Airlines,US,Terminal 1,1674
10,201001,Northwest Airlines,US,Terminal 1,35667
10,201001,Northwest Airlines,US,Terminal 1,33639
10,201001,Northwest Airlines,US,Terminal 1,2037
1,201001,Northwest Airlines,Asia,International,7093
1,201001,Northwest Airlines,Asia,International,5737
1,201001,Philippine Airlines,Asia,International,12267
1,201001,Philippine Airlines,Asia,International,10893
1,201001,Qantas Airways,Australia / Oceania,International,4273
1,201001,Qantas Airways,Australia / Oceania,International,4661
1,201001,Singapore Airlines,Asia,International,14954
1,201001,Singapore Airlines,Asia,International,14678
10,201001,SkyWest Airlines,US,Terminal 1,8407
10,201001,SkyWest Airlines,US,Terminal 1,7201
0,201001,SkyWest Airlines,US,Terminal 3,99650
0,201001,SkyWest Airlines,US,Terminal 3,97772
11,201001,SkyWest Airlines,Canada,International,2072
7,201001,SkyWest Airlines,Canada,Terminal 3,8989
7,201001,SkyWest Airlines,Canada,Terminal 3,11005
10,201001,Southwest Airlines,US,Terminal 1,108293
10,201001,Southwest Airlines,US,Terminal 1,104593
10,201001,Southwest Airlines,US,Terminal 1,221
10,201001,Sun Country Airlines,US,Terminal 1,463
10,201001,Sun Country Airlines,US,Terminal 1,553
1,201001,TACA,Central America,International,4829
1,201001,TACA,Central America,International,5416
5,201001,US Airways,US,Terminal 1,54480
5,201001,US Airways,US,Terminal 1,54705
10,201001,United Airlines,US,Terminal 1,51185
10,201001,United Airlines,US,Terminal 1,49746
9,201001,United Airlines - Pre 07/01/2013,US,International,10492
9,201001,United Airlines - Pre 07/01/2013,US,International,3858
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,17850
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,17392
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,297
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,339147
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,330464
9,201001,United Airlines - Pre 07/01/2013,US,Terminal 3,5630
8,201001,United Airlines - Pre 07/01/2013,Asia,International,56277
8,201001,United Airlines - Pre 07/01/2013,Asia,International,51801
8,201001,United Airlines - Pre 07/01/2013,Asia,International,1804
8,201001,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9514
8,201001,United Airlines - Pre 07/01/2013,Australia / Oceania,International,10474
8,201001,United Airlines - Pre 07/01/2013,Australia / Oceania,International,600
9,201001,United Airlines - Pre 07/01/2013,Canada,Terminal 3,9608
9,201001,United Airlines - Pre 07/01/2013,Canada,Terminal 3,11078
9,201001,United Airlines - Pre 07/01/2013,Canada,Terminal 3,163
8,201001,United Airlines - Pre 07/01/2013,Europe,International,16175
8,201001,United Airlines - Pre 07/01/2013,Europe,International,15637
8,201001,United Airlines - Pre 07/01/2013,Europe,International,324
6,201001,United Airlines - Pre 07/01/2013,Mexico,International,6956
6,201001,United Airlines - Pre 07/01/2013,Mexico,International,6397
6,201001,United Airlines - Pre 07/01/2013,Mexico,International,24
2,201001,Virgin America,US,International,93097
2,201001,Virgin America,US,International,91652
3,201001,Virgin Atlantic,Europe,International,7936
3,201001,Virgin Atlantic,Europe,International,7415
6,201002,Aeromexico,Mexico,International,2570
6,201002,Aeromexico,Mexico,International,2273
11,201002,Air Canada ,Canada,Terminal 3,14135
11,201002,Air Canada ,Canada,Terminal 3,14979
4,201002,Air China,Asia,International,4574
4,201002,Air China,Asia,International,4779
3,201002,Air France,Europe,International,6152
3,201002,Air France,Europe,International,5693
1,201002,Air New Zealand,Australia / Oceania,International,4966
1,201002,Air New Zealand,Australia / Oceania,International,5377
10,201002,AirTran Airways,US,Terminal 1,6139
10,201002,AirTran Airways,US,Terminal 1,6153
10,201002,Alaska Airlines,US,Terminal 1,22328
10,201002,Alaska Airlines,US,Terminal 1,23027
6,201002,Alaska Airlines,Mexico,International,6211
6,201002,Alaska Airlines,Mexico,Terminal 1,6671
1,201002,All Nippon Airways,Asia,International,6011
1,201002,All Nippon Airways,Asia,International,5577
0,201002,American Airlines,US,Terminal 3,105641
0,201002,American Airlines,US,Terminal 3,101506
1,201002,Asiana Airlines,Asia,International,4156
1,201002,Asiana Airlines,Asia,International,4560
3,201002,British Airways,Europe,International,12481
3,201002,British Airways,Europe,International,13400
1,201002,Cathay Pacific,Asia,International,17299
1,201002,Cathay Pacific,Asia,International,17346
1,201002,China Airlines,Asia,International,7336
1,201002,China Airlines,Asia,International,8568
10,201002,Delta Air Lines,US,Terminal 1,80436
10,201002,Delta Air Lines,US,Terminal 1,78115
10,201002,Delta Air Lines,US,Terminal 1,1096
4,201002,Delta Air Lines,Asia,International,5822
4,201002,Delta Air Lines,Asia,International,5262
1,201002,EVA Airways,Asia,International,10914
1,201002,EVA Airways,Asia,International,12035
4,201002,Emirates ,Middle East,International,7280
4,201002,Emirates ,Middle East,International,6788
10,201002,Frontier Airlines,US,Terminal 1,11427
10,201002,Frontier Airlines,US,Terminal 1,10631
10,201002,Hawaiian Airlines,US,Terminal 1,6001
10,201002,Hawaiian Airlines,US,Terminal 1,6045
10,201002,Horizon Air ,US,Terminal 1,7906
10,201002,Horizon Air ,US,Terminal 1,7593
1,201002,Japan Airlines,Asia,International,5554
1,201002,Japan Airlines,Asia,International,5758
2,201002,JetBlue Airways ,US,International,25315
2,201002,JetBlue Airways ,US,International,25999
3,201002,KLM Royal Dutch Airlines,Europe,International,5740
3,201002,KLM Royal Dutch Airlines,Europe,International,4734
1,201002,Korean Air Lines,Asia,International,3526
1,201002,Korean Air Lines,Asia,International,3826
