cluster_id,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count
10,200507,ATA Airlines,US,Terminal 1,27271
10,200507,ATA Airlines,US,Terminal 1,29131
10,200507,ATA Airlines,US,Terminal 1,5415
11,200507,Air Canada ,Canada,Terminal 1,35156
11,200507,Air Canada ,Canada,Terminal 1,34090
1,200507,Air China,Asia,International,6263
1,200507,Air China,Asia,International,5500
3,200507,Air France,Europe,International,12050
3,200507,Air France,Europe,International,11638
1,200507,Air New Zealand,Australia / Oceania,International,4998
1,200507,Air New Zealand,Australia / Oceania,International,4962
2,200507,AirTran Airways,US,International,8055
2,200507,AirTran Airways,US,International,7984
2,200507,Alaska Airlines,US,International,36641
2,200507,Alaska Airlines,US,International,39379
2,200507,Alaska Airlines,US,International,3678
11,200507,Alaska Airlines,Canada,International,7977
11,200507,Alaska Airlines,Canada,International,8837
6,200507,Alaska Airlines,Mexico,International,6969
6,200507,Alaska Airlines,Mexico,International,10046
6,200507,Alaska Airlines,Mexico,International,2266
1,200507,All Nippon Airways,Asia,International,6545
1,200507,All Nippon Airways,Asia,International,6094
0,200507,American Airlines,US,Terminal 3,166577
0,200507,American Airlines,US,Terminal 3,160890
0,200507,American Eagle Airlines,US,Terminal 3,5493
0,200507,American Eagle Airlines,US,Terminal 3,5213
1,200507,Asiana Airlines,Asia,International,5041
1,200507,Asiana Airlines,Asia,International,4744
10,200507,Atlantic Southeast Airlines,US,Terminal 1,1552
10,200507,Atlantic Southeast Airlines,US,Terminal 1,1484
3,200507,BelAir Airlines,Europe,International,325
3,200507,BelAir Airlines,Europe,International,545
3,200507,British Airways,Europe,International,20632
3,200507,British Airways,Europe,International,21686
1,200507,Cathay Pacific,Asia,International,11010
1,200507,Cathay Pacific,Asia,International,9628
1,200507,China Airlines,Asia,International,13638
1,200507,China Airlines,Asia,International,11255
10,200507,Delta Air Lines,US,Terminal 1,97510
10,200507,Delta Air Lines,US,Terminal 1,93791
1,200507,EVA Airways,Asia,International,14142
1,200507,EVA Airways,Asia,International,12132
10,200507,Frontier Airlines,US,Terminal 1,19234
10,200507,Frontier Airlines,US,Terminal 1,18368
10,200507,Hawaiian Airlines,US,Terminal 1,7579
10,200507,Hawaiian Airlines,US,Terminal 1,7658
10,200507,Horizon Air ,US,Terminal 1,5284
10,200507,Horizon Air ,US,Terminal 1,5257
3,200507,Icelandair,Europe,International,4540
3,200507,Icelandair,Europe,International,4341
2,200507,Independence Air,US,International,10843
2,200507,Independence Air,US,International,10967
1,200507,Japan Airlines,Asia,International,9195
1,200507,Japan Airlines,Asia,International,9086
3,200507,KLM Royal Dutch Airlines,Europe,International,9978
3,200507,KLM Royal Dutch Airlines,Europe,International,9587
1,200507,Korean Air Lines,Asia,International,6153
1,200507,Korean Air Lines,Asia,International,5646
3,200507,Lufthansa German Airlines,Europe,International,22389
3,200507,Lufthansa German Airlines,Europe,International,20511
10,200507,Mesa Airlines,US,Terminal 1,2636
10,200507,Mesa Airlines,US,Terminal 1,2535
6,200507,Mexicana Airlines,Mexico,International,7751
6,200507,Mexicana Airlines,Mexico,International,7845
10,200507,Midwest Airlines,US,Terminal 1,1797
10,200507,Midwest Airlines,US,Terminal 1,3238
10,200507,Northwest Airlines,US,Terminal 1,64231
10,200507,Northwest Airlines,US,Terminal 1,62049
1,200507,Northwest Airlines,Asia,International,7229
1,200507,Northwest Airlines,Asia,International,6554
1,200507,Philippine Airlines,Asia,International,12828
1,200507,Philippine Airlines,Asia,International,10269
1,200507,Singapore Airlines,Asia,International,19211
1,200507,Singapore Airlines,Asia,International,17462
10,200507,SkyWest Airlines,US,Terminal 1,7262
10,200507,SkyWest Airlines,US,Terminal 1,6586
0,200507,SkyWest Airlines,US,Terminal 3,103279
0,200507,SkyWest Airlines,US,Terminal 3,102023
7,200507,SkyWest Airlines,Canada,Terminal 3,3688
7,200507,SkyWest Airlines,Canada,Terminal 3,3633
10,200507,Sun Country Airlines,US,Terminal 1,4827
10,200507,Sun Country Airlines,US,Terminal 1,4784
1,200507,TACA,Central America,International,6324
1,200507,TACA,Central America,International,7031
5,200507,US Airways,US,Terminal 1,46042
5,200507,US Airways,US,Terminal 1,45553
5,200507,US Airways,US,Terminal 1,38951
5,200507,US Airways,US,Terminal 1,37848
10,200507,United Airlines,US,Terminal 1,62178
10,200507,United Airlines,US,Terminal 1,60939
9,200507,United Airlines - Pre 07/01/2013,US,Terminal 3,58767
9,200507,United Airlines - Pre 07/01/2013,US,Terminal 3,58277
9,200507,United Airlines - Pre 07/01/2013,US,Terminal 3,443656
9,200507,United Airlines - Pre 07/01/2013,US,Terminal 3,421802
9,200507,United Airlines - Pre 07/01/2013,US,Terminal 3,11388
8,200507,United Airlines - Pre 07/01/2013,Asia,International,77658
8,200507,United Airlines - Pre 07/01/2013,Asia,International,68278
8,200507,United Airlines - Pre 07/01/2013,Asia,International,3953
8,200507,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8603
8,200507,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8234
8,200507,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1385
9,200507,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12874
9,200507,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12085
9,200507,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10
8,200507,United Airlines - Pre 07/01/2013,Europe,International,30796
8,200507,United Airlines - Pre 07/01/2013,Europe,International,29283
8,200507,United Airlines - Pre 07/01/2013,Europe,International,888
6,200507,United Airlines - Pre 07/01/2013,Mexico,International,9537
6,200507,United Airlines - Pre 07/01/2013,Mexico,International,9672
6,200507,United Airlines - Pre 07/01/2013,Mexico,International,45
3,200507,Virgin Atlantic,Europe,International,11684
3,200507,Virgin Atlantic,Europe,International,10771
11,200507,WestJet Airlines,Canada,International,2480
11,200507,WestJet Airlines,Canada,International,2211
10,200508,ATA Airlines,US,Terminal 1,27472
10,200508,ATA Airlines,US,Terminal 1,26535
10,200508,ATA Airlines,US,Terminal 1,5712
11,200508,Air Canada ,Canada,Terminal 1,34878
11,200508,Air Canada ,Canada,Terminal 1,34105
1,200508,Air China,Asia,International,4204
1,200508,Air China,Asia,International,3923
3,200508,Air France,Europe,International,11230
3,200508,Air France,Europe,International,11731
1,200508,Air New Zealand,Australia / Oceania,International,4672
1,200508,Air New Zealand,Australia / Oceania,International,4006
2,200508,AirTran Airways,US,International,7796
2,200508,AirTran Airways,US,International,7737
2,200508,Alaska Airlines,US,International,40431
2,200508,Alaska Airlines,US,International,39595
2,200508,Alaska Airlines,US,International,1902
11,200508,Alaska Airlines,Canada,International,8901
11,200508,Alaska Airlines,Canada,International,9020
6,200508,Alaska Airlines,Mexico,International,7541
6,200508,Alaska Airlines,Mexico,International,9333
6,200508,Alaska Airlines,Mexico,International,1902
1,200508,All Nippon Airways,Asia,International,6739
1,200508,All Nippon Airways,Asia,International,5966
0,200508,American Airlines,US,Terminal 3,162064
0,200508,American Airlines,US,Terminal 3,157700
0,200508,American Eagle Airlines,US,Terminal 3,5233
0,200508,American Eagle Airlines,US,Terminal 3,4866
1,200508,Asiana Airlines,Asia,International,4099
1,200508,Asiana Airlines,Asia,International,3376
10,200508,Atlantic Southeast Airlines,US,Terminal 1,1735
10,200508,Atlantic Southeast Airlines,US,Terminal 1,1560
3,200508,BelAir Airlines,Europe,International,353
3,200508,BelAir Airlines,Europe,International,751
2,200508,Boeing Company,US,Other,18
3,200508,British Airways,Europe,International,20312
3,200508,British Airways,Europe,International,20084
1,200508,Cathay Pacific,Asia,International,11753
1,200508,Cathay Pacific,Asia,International,9050
1,200508,China Airlines,Asia,International,14610
1,200508,China Airlines,Asia,International,10972
10,200508,Delta Air Lines,US,Terminal 1,97343
10,200508,Delta Air Lines,US,Terminal 1,97160
1,200508,EVA Airways,Asia,International,13524
1,200508,EVA Airways,Asia,International,11950
10,200508,Frontier Airlines,US,Terminal 1,17109
10,200508,Frontier Airlines,US,Terminal 1,17186
10,200508,Hawaiian Airlines,US,Terminal 1,7923
10,200508,Hawaiian Airlines,US,Terminal 1,7751
10,200508,Horizon Air ,US,Terminal 1,5572
10,200508,Horizon Air ,US,Terminal 1,5268
3,200508,Icelandair,Europe,International,4691
3,200508,Icelandair,Europe,International,4355
2,200508,Independence Air,US,International,9191
2,200508,Independence Air,US,International,9850
1,200508,Japan Airlines,Asia,International,9296
1,200508,Japan Airlines,Asia,International,7913
3,200508,KLM Royal Dutch Airlines,Europe,International,9666
3,200508,KLM Royal Dutch Airlines,Europe,International,9881
1,200508,Korean Air Lines,Asia,International,8856
1,200508,Korean Air Lines,Asia,International,7164
3,200508,Lufthansa German Airlines,Europe,International,21512
3,200508,Lufthansa German Airlines,Europe,International,21881
10,200508,Mesa Airlines,US,Terminal 1,2725
10,200508,Mesa Airlines,US,Terminal 1,2546
6,200508,Mexicana Airlines,Mexico,International,7156
6,200508,Mexicana Airlines,Mexico,International,5946
10,200508,Midwest Airlines,US,Terminal 1,1552
10,200508,Midwest Airlines,US,Terminal 1,3382
10,200508,Northwest Airlines,US,Terminal 1,56501
10,200508,Northwest Airlines,US,Terminal 1,56674
1,200508,Northwest Airlines,Asia,International,7107
1,200508,Northwest Airlines,Asia,International,6522
1,200508,Philippine Airlines,Asia,International,12856
1,200508,Philippine Airlines,Asia,International,8718
1,200508,Singapore Airlines,Asia,International,19192
1,200508,Singapore Airlines,Asia,International,17118
10,200508,SkyWest Airlines,US,Terminal 1,7052
10,200508,SkyWest Airlines,US,Terminal 1,6652
0,200508,SkyWest Airlines,US,Terminal 3,102899
0,200508,SkyWest Airlines,US,Terminal 3,103188
7,200508,SkyWest Airlines,Canada,Terminal 3,3672
7,200508,SkyWest Airlines,Canada,Terminal 3,3570
10,200508,Sun Country Airlines,US,Terminal 1,4720
10,200508,Sun Country Airlines,US,Terminal 1,4717
1,200508,TACA,Central America,International,7357
1,200508,TACA,Central America,International,5128
5,200508,US Airways,US,Terminal 1,42622
5,200508,US Airways,US,Terminal 1,44508
5,200508,US Airways,US,Terminal 1,40712
5,200508,US Airways,US,Terminal 1,40322
10,200508,United Airlines,US,Terminal 1,61872
10,200508,United Airlines,US,Terminal 1,61768
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,55842
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,27930
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,56087
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,26098
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,676
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,420430
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,398135
9,200508,United Airlines - Pre 07/01/2013,US,Terminal 3,11585
8,200508,United Airlines - Pre 07/01/2013,Asia,International,79131
8,200508,United Airlines - Pre 07/01/2013,Asia,International,68861
8,200508,United Airlines - Pre 07/01/2013,Asia,International,4059
8,200508,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8903
8,200508,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7874
8,200508,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1475
9,200508,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13895
9,200508,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12145
8,200508,United Airlines - Pre 07/01/2013,Europe,International,29236
8,200508,United Airlines - Pre 07/01/2013,Europe,International,29920
8,200508,United Airlines - Pre 07/01/2013,Europe,International,863
6,200508,United Airlines - Pre 07/01/2013,Mexico,International,9397
6,200508,United Airlines - Pre 07/01/2013,Mexico,International,9275
6,200508,United Airlines - Pre 07/01/2013,Mexico,International,78
3,200508,Virgin Atlantic,Europe,International,10685
3,200508,Virgin Atlantic,Europe,International,11072
11,200508,WestJet Airlines,Canada,International,2300
11,200508,WestJet Airlines,Canada,International,2251
10,200509,ATA Airlines,US,Terminal 1,17341
10,200509,ATA Airlines,US,Terminal 1,18541
10,200509,ATA Airlines,US,Terminal 1,4412
11,200509,Air Canada ,Canada,Terminal 1,24473
11,200509,Air Canada ,Canada,Terminal 1,26120
1,200509,Air China,Asia,International,4416
1,200509,Air China,Asia,International,4568
3,200509,Air France,Europe,International,10731
3,200509,Air France,Europe,International,11337
1,200509,Air New Zealand,Australia / Oceania,International,4565
1,200509,Air New Zealand,Australia / Oceania,International,4295
2,200509,AirTran Airways,US,International,7057
2,200509,AirTran Airways,US,International,6806
2,200509,Alaska Airlines,US,International,31117
2,200509,Alaska Airlines,US,International,33742
2,200509,Alaska Airlines,US,International,3843
11,200509,Alaska Airlines,Canada,International,6635
11,200509,Alaska Airlines,Canada,International,7783
11,200509,Alaska Airlines,Canada,International,161
6,200509,Alaska Airlines,Mexico,International,5446
6,200509,Alaska Airlines,Mexico,International,7674
6,200509,Alaska Airlines,Mexico,International,1504
1,200509,All Nippon Airways,Asia,International,5875
1,200509,All Nippon Airways,Asia,International,5960
0,200509,American Airlines,US,Terminal 3,135043
0,200509,American Airlines,US,Terminal 3,135944
0,200509,American Eagle Airlines,US,Terminal 3,4240
0,200509,American Eagle Airlines,US,Terminal 3,4166
1,200509,Asiana Airlines,Asia,International,4792
1,200509,Asiana Airlines,Asia,International,5140
3,200509,BelAir Airlines,Europe,International,108
3,200509,BelAir Airlines,Europe,International,315
3,200509,British Airways,Europe,International,20455
3,200509,British Airways,Europe,International,20635
1,200509,Cathay Pacific,Asia,International,8370
1,200509,Cathay Pacific,Asia,International,9874
1,200509,China Airlines,Asia,International,9154
1,200509,China Airlines,Asia,International,9486
10,200509,Delta Air Lines,US,Terminal 1,17291
10,200509,Delta Air Lines,US,Terminal 1,68347
10,200509,Delta Air Lines,US,Terminal 1,17453
10,200509,Delta Air Lines,US,Terminal 1,67160
1,200509,EVA Airways,Asia,International,9931
1,200509,EVA Airways,Asia,International,10752
10,200509,Frontier Airlines,US,Terminal 1,13426
10,200509,Frontier Airlines,US,Terminal 1,12989
10,200509,Hawaiian Airlines,US,Terminal 1,7735
10,200509,Hawaiian Airlines,US,Terminal 1,7624
10,200509,Horizon Air ,US,Terminal 1,4648
10,200509,Horizon Air ,US,Terminal 1,4401
3,200509,Icelandair,Europe,International,1996
3,200509,Icelandair,Europe,International,1677
2,200509,Independence Air,US,International,5218
2,200509,Independence Air,US,International,5503
1,200509,Japan Airlines,Asia,International,7087
1,200509,Japan Airlines,Asia,International,8264
3,200509,KLM Royal Dutch Airlines,Europe,International,9562
3,200509,KLM Royal Dutch Airlines,Europe,International,9513
1,200509,Korean Air Lines,Asia,International,4344
1,200509,Korean Air Lines,Asia,International,3448
3,200509,Lufthansa German Airlines,Europe,International,20535
3,200509,Lufthansa German Airlines,Europe,International,21379
10,200509,Mesa Airlines,US,Terminal 1,1781
10,200509,Mesa Airlines,US,Terminal 1,1751
6,200509,Mexicana Airlines,Mexico,International,3986
6,200509,Mexicana Airlines,Mexico,International,4823
10,200509,Midwest Airlines,US,Terminal 1,2913
10,200509,Midwest Airlines,US,Terminal 1,2867
10,200509,Northwest Airlines,US,Terminal 1,48138
10,200509,Northwest Airlines,US,Terminal 1,47061
1,200509,Northwest Airlines,Asia,International,5857
1,200509,Northwest Airlines,Asia,International,5615
1,200509,Philippine Airlines,Asia,International,8323
1,200509,Philippine Airlines,Asia,International,7875
1,200509,Singapore Airlines,Asia,International,15259
1,200509,Singapore Airlines,Asia,International,14251
10,200509,SkyWest Airlines,US,Terminal 1,6356
10,200509,SkyWest Airlines,US,Terminal 1,6666
0,200509,SkyWest Airlines,US,Terminal 3,96832
0,200509,SkyWest Airlines,US,Terminal 3,95008
7,200509,SkyWest Airlines,Canada,Terminal 3,3581
7,200509,SkyWest Airlines,Canada,Terminal 3,3457
10,200509,Sun Country Airlines,US,Terminal 1,3686
10,200509,Sun Country Airlines,US,Terminal 1,3592
1,200509,TACA,Central America,International,3790
1,200509,TACA,Central America,International,3529
5,200509,US Airways,US,Terminal 1,35942
5,200509,US Airways,US,Terminal 1,36632
5,200509,US Airways,US,Terminal 1,34782
5,200509,US Airways,US,Terminal 1,34761
10,200509,United Airlines,US,Terminal 1,50133
10,200509,United Airlines,US,Terminal 1,49094
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,50351
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,24678
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,50235
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,23767
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,483
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,357533
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,360563
9,200509,United Airlines - Pre 07/01/2013,US,Terminal 3,8271
8,200509,United Airlines - Pre 07/01/2013,Asia,International,63027
8,200509,United Airlines - Pre 07/01/2013,Asia,International,62403
8,200509,United Airlines - Pre 07/01/2013,Asia,International,3163
8,200509,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8048
8,200509,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7750
8,200509,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1264
9,200509,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12095
9,200509,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10220
9,200509,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10
8,200509,United Airlines - Pre 07/01/2013,Europe,International,28093
8,200509,United Airlines - Pre 07/01/2013,Europe,International,29928
8,200509,United Airlines - Pre 07/01/2013,Europe,International,759
6,200509,United Airlines - Pre 07/01/2013,Mexico,International,5191
6,200509,United Airlines - Pre 07/01/2013,Mexico,International,5123
6,200509,United Airlines - Pre 07/01/2013,Mexico,International,96
3,200509,Virgin Atlantic,Europe,International,11084
3,200509,Virgin Atlantic,Europe,International,11623
11,200509,WestJet Airlines,Canada,International,2050
11,200509,WestJet Airlines,Canada,International,1997
10,200510,ATA Airlines,US,Terminal 1,17698
10,200510,ATA Airlines,US,Terminal 1,19983
10,200510,ATA Airlines,US,Terminal 1,5754
11,200510,Air Canada ,Canada,Terminal 1,22176
11,200510,Air Canada ,Canada,Terminal 1,22780
1,200510,Air China,Asia,International,4329
1,200510,Air China,Asia,International,4715
3,200510,Air France,Europe,International,10515
3,200510,Air France,Europe,International,10796
1,200510,Air New Zealand,Australia / Oceania,International,3178
1,200510,Air New Zealand,Australia / Oceania,International,4766
2,200510,AirTran Airways,US,International,6680
2,200510,AirTran Airways,US,International,6999
2,200510,Alaska Airlines,US,International,29388
2,200510,Alaska Airlines,US,International,33214
2,200510,Alaska Airlines,US,International,4159
11,200510,Alaska Airlines,Canada,International,5168
11,200510,Alaska Airlines,Canada,International,6093
11,200510,Alaska Airlines,Canada,International,793
6,200510,Alaska Airlines,Mexico,International,5940
6,200510,Alaska Airlines,Mexico,International,9998
6,200510,Alaska Airlines,Mexico,International,2773
1,200510,All Nippon Airways,Asia,International,5669
1,200510,All Nippon Airways,Asia,International,6001
0,200510,American Airlines,US,Terminal 3,138090
0,200510,American Airlines,US,Terminal 3,138552
0,200510,American Eagle Airlines,US,Terminal 3,4669
0,200510,American Eagle Airlines,US,Terminal 3,4524
1,200510,Asiana Airlines,Asia,International,4674
1,200510,Asiana Airlines,Asia,International,5409
3,200510,British Airways,Europe,International,19453
3,200510,British Airways,Europe,International,18988
1,200510,Cathay Pacific,Asia,International,9571
1,200510,Cathay Pacific,Asia,International,11106
1,200510,China Airlines,Asia,International,8919
1,200510,China Airlines,Asia,International,10254
10,200510,Delta Air Lines,US,Terminal 1,21516
10,200510,Delta Air Lines,US,Terminal 1,62701
10,200510,Delta Air Lines,US,Terminal 1,20904
10,200510,Delta Air Lines,US,Terminal 1,63704
1,200510,EVA Airways,Asia,International,10122
1,200510,EVA Airways,Asia,International,11311
10,200510,Frontier Airlines,US,Terminal 1,12585
10,200510,Frontier Airlines,US,Terminal 1,12490
10,200510,Hawaiian Airlines,US,Terminal 1,7556
10,200510,Hawaiian Airlines,US,Terminal 1,6962
10,200510,Horizon Air ,US,Terminal 1,4470
10,200510,Horizon Air ,US,Terminal 1,4096
3,200510,Icelandair,Europe,International,809
3,200510,Icelandair,Europe,International,975
2,200510,Independence Air,US,International,4550
2,200510,Independence Air,US,International,4446
1,200510,Japan Airlines,Asia,International,7147
1,200510,Japan Airlines,Asia,International,7924
3,200510,KLM Royal Dutch Airlines,Europe,International,9383
3,200510,KLM Royal Dutch Airlines,Europe,International,9113
1,200510,Korean Air Lines,Asia,International,4115
1,200510,Korean Air Lines,Asia,International,3812
3,200510,Lufthansa German Airlines,Europe,International,20840
3,200510,Lufthansa German Airlines,Europe,International,19478
10,200510,Mesa Airlines,US,Terminal 1,1502
10,200510,Mesa Airlines,US,Terminal 1,1735
6,200510,Mexicana Airlines,Mexico,International,5011
6,200510,Mexicana Airlines,Mexico,International,7101
11,200510,Miami Air International,Canada,International,28
10,200510,Midwest Airlines,US,Terminal 1,1594
10,200510,Midwest Airlines,US,Terminal 1,2984
10,200510,Northwest Airlines,US,Terminal 1,46907
10,200510,Northwest Airlines,US,Terminal 1,48977
1,200510,Northwest Airlines,Asia,International,6229
1,200510,Northwest Airlines,Asia,International,6559
1,200510,Philippine Airlines,Asia,International,11573
1,200510,Philippine Airlines,Asia,International,10360
1,200510,Singapore Airlines,Asia,International,14694
1,200510,Singapore Airlines,Asia,International,17250
10,200510,SkyWest Airlines,US,Terminal 1,6658
10,200510,SkyWest Airlines,US,Terminal 1,6553
0,200510,SkyWest Airlines,US,Terminal 3,102254
0,200510,SkyWest Airlines,US,Terminal 3,101134
7,200510,SkyWest Airlines,Canada,Terminal 3,3719
7,200510,SkyWest Airlines,Canada,Terminal 3,3508
10,200510,Sun Country Airlines,US,Terminal 1,3508
10,200510,Sun Country Airlines,US,Terminal 1,3448
1,200510,TACA,Central America,International,3527
1,200510,TACA,Central America,International,4037
5,200510,US Airways,US,Terminal 1,38737
5,200510,US Airways,US,Terminal 1,37680
5,200510,US Airways,US,Terminal 1,36058
5,200510,US Airways,US,Terminal 1,34562
10,200510,United Airlines,US,Terminal 1,52157
10,200510,United Airlines,US,Terminal 1,52204
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,56427
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,24678
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,56155
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,23767
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,483
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,355551
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,355445
9,200510,United Airlines - Pre 07/01/2013,US,Terminal 3,8271
8,200510,United Airlines - Pre 07/01/2013,Asia,International,63128
8,200510,United Airlines - Pre 07/01/2013,Asia,International,68237
8,200510,United Airlines - Pre 07/01/2013,Asia,International,3354
8,200510,United Airlines - Pre 07/01/2013,Australia / Oceania,International,6280
8,200510,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9056
8,200510,United Airlines - Pre 07/01/2013,Australia / Oceania,International,1046
9,200510,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10103
9,200510,United Airlines - Pre 07/01/2013,Canada,Terminal 3,8022
9,200510,United Airlines - Pre 07/01/2013,Canada,Terminal 3,40
8,200510,United Airlines - Pre 07/01/2013,Europe,International,27617
8,200510,United Airlines - Pre 07/01/2013,Europe,International,26955
8,200510,United Airlines - Pre 07/01/2013,Europe,International,862
6,200510,United Airlines - Pre 07/01/2013,Mexico,International,7347
6,200510,United Airlines - Pre 07/01/2013,Mexico,International,8491
6,200510,United Airlines - Pre 07/01/2013,Mexico,International,230
3,200510,Virgin Atlantic,Europe,International,9604
3,200510,Virgin Atlantic,Europe,International,9751
11,200510,WestJet Airlines,Canada,International,1326
11,200510,WestJet Airlines,Canada,International,1458
10,200511,ATA Airlines,US,Terminal 1,16855
10,200511,ATA Airlines,US,Terminal 1,17376
10,200511,ATA Airlines,US,Terminal 1,2911
11,200511,ATA Airlines,Canada,International,284
11,200511,ATA Airlines,Canada,International,284
11,200511,Air Canada ,Canada,Terminal 1,18143
11,200511,Air Canada ,Canada,Terminal 1,18144
1,200511,Air China,Asia,International,4550
1,200511,Air China,Asia,International,4149
3,200511,Air France,Europe,International,7121
3,200511,Air France,Europe,International,7574
1,200511,Air New Zealand,Australia / Oceania,International,4085
1,200511,Air New Zealand,Australia / Oceania,International,4583
2,200511,AirTran Airways,US,International,5892
2,200511,AirTran Airways,US,International,5929
2,200511,Alaska Airlines,US,International,31136
2,200511,Alaska Airlines,US,International,34920
2,200511,Alaska Airlines,US,International,3923
11,200511,Alaska Airlines,Canada,International,5921
11,200511,Alaska Airlines,Canada,International,5889
11,200511,Alaska Airlines,Canada,International,269
6,200511,Alaska Airlines,Mexico,International,10845
6,200511,Alaska Airlines,Mexico,International,12576
6,200511,Alaska Airlines,Mexico,International,1253
1,200511,All Nippon Airways,Asia,International,5481
1,200511,All Nippon Airways,Asia,International,5304
0,200511,American Airlines,US,Terminal 3,132066
0,200511,American Airlines,US,Terminal 3,135008
0,200511,American Eagle Airlines,US,Terminal 3,4390
0,200511,American Eagle Airlines,US,Terminal 3,4409
1,200511,Asiana Airlines,Asia,International,4814
1,200511,Asiana Airlines,Asia,International,4569
3,200511,British Airways,Europe,International,15264
3,200511,British Airways,Europe,International,15554
1,200511,Cathay Pacific,Asia,International,9990
1,200511,Cathay Pacific,Asia,International,10097
1,200511,China Airlines,Asia,International,8954
1,200511,China Airlines,Asia,International,10234
10,200511,Delta Air Lines,US,Terminal 1,21390
10,200511,Delta Air Lines,US,Terminal 1,55102
10,200511,Delta Air Lines,US,Terminal 1,20550
10,200511,Delta Air Lines,US,Terminal 1,58191
1,200511,EVA Airways,Asia,International,10713
1,200511,EVA Airways,Asia,International,11792
10,200511,Frontier Airlines,US,Terminal 1,13080
10,200511,Frontier Airlines,US,Terminal 1,12922
10,200511,Hawaiian Airlines,US,Terminal 1,6792
10,200511,Hawaiian Airlines,US,Terminal 1,7195
10,200511,Horizon Air ,US,Terminal 1,4339
10,200511,Horizon Air ,US,Terminal 1,4472
2,200511,Independence Air,US,International,1555
2,200511,Independence Air,US,International,1790
1,200511,Japan Airlines,Asia,International,6925
1,200511,Japan Airlines,Asia,International,8103
3,200511,KLM Royal Dutch Airlines,Europe,International,7535
3,200511,KLM Royal Dutch Airlines,Europe,International,7110
1,200511,Korean Air Lines,Asia,International,4514
1,200511,Korean Air Lines,Asia,International,4409
3,200511,Lufthansa German Airlines,Europe,International,15301
3,200511,Lufthansa German Airlines,Europe,International,15229
10,200511,Mesa Airlines,US,Terminal 1,1201
10,200511,Mesa Airlines,US,Terminal 1,1441
6,200511,Mexicana Airlines,Mexico,International,5431
6,200511,Mexicana Airlines,Mexico,International,8184
10,200511,Midwest Airlines,US,Terminal 1,1468
10,200511,Midwest Airlines,US,Terminal 1,2537
10,200511,Northwest Airlines,US,Terminal 1,44859
10,200511,Northwest Airlines,US,Terminal 1,46200
1,200511,Northwest Airlines,Asia,International,6199
1,200511,Northwest Airlines,Asia,International,5965
1,200511,Philippine Airlines,Asia,International,9116
1,200511,Philippine Airlines,Asia,International,8086
1,200511,Singapore Airlines,Asia,International,15019
10,200604,Mesa Airlines,US,Terminal 1,1253
1,200511,Singapore Airlines,Asia,International,16438
10,200511,SkyWest Airlines,US,Terminal 1,6431
10,200511,SkyWest Airlines,US,Terminal 1,6472
0,200511,SkyWest Airlines,US,Terminal 3,90860
0,200511,SkyWest Airlines,US,Terminal 3,89742
7,200511,SkyWest Airlines,Canada,Terminal 3,3046
7,200511,SkyWest Airlines,Canada,Terminal 3,3064
10,200511,Sun Country Airlines,US,Terminal 1,3868
10,200511,Sun Country Airlines,US,Terminal 1,3811
1,200511,TACA,Central America,International,4105
