,Activity Period,Operating Airline,GEO Region,Terminal,Passenger Count,cluster
3101,200709,United Airlines - Pre 07/01/2013,Canada,Terminal 3,14678,11
3102,200709,United Airlines - Pre 07/01/2013,Canada,Terminal 3,67,11
3103,200709,United Airlines - Pre 07/01/2013,Europe,International,32366,1
3104,200709,United Airlines - Pre 07/01/2013,Europe,International,34101,1
3105,200709,United Airlines - Pre 07/01/2013,Europe,International,709,1
3106,200709,United Airlines - Pre 07/01/2013,Mexico,International,4625,3
3107,200709,United Airlines - Pre 07/01/2013,Mexico,International,3964,3
3108,200709,United Airlines - Pre 07/01/2013,Mexico,International,127,3
3109,200709,Virgin America,US,International,20342,6
3110,200709,Virgin America,US,International,21222,6
3111,200709,Virgin Atlantic,Europe,International,11093,1
3112,200709,Virgin Atlantic,Europe,International,11190,1
3113,200710,ATA Airlines,US,International,100,6
3114,200710,ATA Airlines,US,International,119,6
3115,200710,Aer Lingus,Europe,International,744,1
3116,200710,Aer Lingus,Europe,International,612,1
3117,200710,Air Canada ,Canada,Terminal 3,27712,11
3118,200710,Air Canada ,Canada,Terminal 3,26120,11
3119,200710,Air China,Asia,International,7201,0
3120,200710,Air China,Asia,International,7678,0
3121,200710,Air France,Europe,International,10297,1
3122,200710,Air France,Europe,International,11300,1
3123,200710,Air New Zealand,Australia / Oceania,International,5192,8
3124,200710,Air New Zealand,Australia / Oceania,International,9041,8
3125,200710,AirTran Airways,US,Terminal 1,11989,4
3126,200710,AirTran Airways,US,Terminal 1,12119,4
3127,200710,Alaska Airlines,US,Terminal 1,37790,4
3128,200710,Alaska Airlines,US,Terminal 1,42258,4
3129,200710,Alaska Airlines,US,Terminal 1,3506,4
3130,200710,Alaska Airlines,Canada,Terminal 1,4740,13
3131,200710,Alaska Airlines,Canada,Terminal 1,4666,13
3132,200710,Alaska Airlines,Canada,Terminal 1,126,13
3133,200710,Alaska Airlines,Mexico,International,6160,3
3134,200710,Alaska Airlines,Mexico,International,9825,3
3135,200710,Alaska Airlines,Mexico,International,2501,3
3136,200710,All Nippon Airways,Asia,International,6403,0
3137,200710,All Nippon Airways,Asia,International,6493,0
3138,200710,American Airlines,US,Terminal 3,153432,7
3139,200710,American Airlines,US,Terminal 3,155076,7
3140,200710,American Eagle Airlines,US,Terminal 3,4141,7
3141,200710,American Eagle Airlines,US,Terminal 3,3754,7
3142,200710,Asiana Airlines,Asia,International,3855,0
3143,200710,Asiana Airlines,Asia,International,4363,0
3144,200710,British Airways,Europe,International,19560,1
3145,200710,British Airways,Europe,International,19016,1
3146,200710,Cathay Pacific,Asia,International,12789,0
3147,200710,Cathay Pacific,Asia,International,14683,0
3148,200710,China Airlines,Asia,International,7334,0
3149,200710,China Airlines,Asia,International,10095,0
3150,200710,Delta Air Lines,US,Terminal 1,74773,4
3151,200710,Delta Air Lines,US,Terminal 1,73549,4
3152,200710,EVA Airways,Asia,International,12135,0
3153,200710,EVA Airways,Asia,International,13147,0
3154,200710,ExpressJet Airlines,US,Terminal 1,6382,4
3155,200710,ExpressJet Airlines,US,Terminal 1,6920,4
3156,200710,Frontier Airlines,US,Terminal 1,19528,4
3157,200710,Frontier Airlines,US,Terminal 1,18970,4
3158,200710,Hawaiian Airlines,US,Terminal 1,7497,4
3159,200710,Hawaiian Airlines,US,Terminal 1,7168,4
3160,200710,Horizon Air ,US,Terminal 1,2540,4
3161,200710,Horizon Air ,US,Terminal 1,2991,4
3162,200710,Japan Airlines,Asia,International,8688,0
3163,200710,Japan Airlines,Asia,International,8092,0
3164,200710,JetBlue Airways ,US,International,20845,6
3165,200710,JetBlue Airways ,US,International,20275,6
3166,200710,KLM Royal Dutch Airlines,Europe,International,12304,1
3167,200710,KLM Royal Dutch Airlines,Europe,International,11759,1
3168,200710,Korean Air Lines,Asia,International,3721,0
3169,200710,Korean Air Lines,Asia,International,4452,0
3170,200710,Lufthansa German Airlines,Europe,International,18980,1
3171,200710,Lufthansa German Airlines,Europe,International,17876,1
3172,200710,Mesa Airlines,US,Terminal 1,895,4
3173,200710,Mesa Airlines,US,Terminal 1,919,4
3174,200710,Mexicana Airlines,Mexico,International,5857,3
3175,200710,Mexicana Airlines,Mexico,International,7355,3
3176,200710,Miami Air International,US,International,167,6
3177,200710,Miami Air International,US,International,166,6
3178,200710,Midwest Airlines,US,Terminal 3,6372,7
3179,200710,Midwest Airlines,US,Terminal 3,6631,7
3180,200710,Northwest Airlines,US,Terminal 1,50329,4
3181,200710,Northwest Airlines,US,Terminal 1,51082,4
3182,200710,Northwest Airlines,Asia,International,6482,0
3183,200710,Northwest Airlines,Asia,International,7045,0
3184,200710,Philippine Airlines,Asia,International,9305,0
3185,200710,Philippine Airlines,Asia,International,10397,0
3186,200710,Qantas Airways,Australia / Oceania,International,4982,8
3187,200710,Qantas Airways,Australia / Oceania,International,6372,8
3188,200710,Singapore Airlines,Asia,International,12962,0
3189,200710,Singapore Airlines,Asia,International,15532,0
3190,200710,SkyWest Airlines,US,Terminal 1,5438,4
3191,200710,SkyWest Airlines,US,Terminal 1,5894,4
3192,200710,SkyWest Airlines,US,Terminal 3,93943,7
3193,200710,SkyWest Airlines,US,Terminal 3,92711,7
3194,200710,SkyWest Airlines,Canada,Terminal 3,6869,11
3195,200710,SkyWest Airlines,Canada,Terminal 3,6643,11
3196,200710,Southwest Airlines,US,Terminal 1,54503,4
3197,200710,Southwest Airlines,US,Terminal 1,54732,4
3198,200710,Southwest Airlines,US,Terminal 1,2,4
3199,200710,Sun Country Airlines,US,Terminal 1,4769,4
3200,200710,Sun Country Airlines,US,Terminal 1,5148,4
3201,200710,TACA,Central America,International,4390,12
3202,200710,TACA,Central America,International,4674,12
3203,200710,US Airways,US,Terminal 1,72422,4
3204,200710,US Airways,US,Terminal 1,72780,4
3205,200710,United Airlines,US,Terminal 1,59504,4
3206,200710,United Airlines,US,Terminal 1,59655,4
3207,200710,United Airlines - Pre 07/01/2013,US,International,10466,6
3208,200710,United Airlines - Pre 07/01/2013,US,International,1115,6
3209,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,26535,7
3210,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,24816,7
3211,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,319,7
3212,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,48797,7
3213,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,374340,7
3214,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,49501,7
3215,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,377299,7
3216,200710,United Airlines - Pre 07/01/2013,US,Terminal 3,5438,7
3217,200710,United Airlines - Pre 07/01/2013,Asia,International,73041,0
3218,200710,United Airlines - Pre 07/01/2013,Asia,International,79630,0
3219,200710,United Airlines - Pre 07/01/2013,Asia,International,3729,0
3220,200710,United Airlines - Pre 07/01/2013,Australia / Oceania,International,6378,8
3221,200710,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8976,8
3222,200710,United Airlines - Pre 07/01/2013,Australia / Oceania,International,868,8
3223,200710,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13507,11
3224,200710,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13885,11
3225,200710,United Airlines - Pre 07/01/2013,Canada,Terminal 3,39,11
3226,200710,United Airlines - Pre 07/01/2013,Europe,International,33893,1
3227,200710,United Airlines - Pre 07/01/2013,Europe,International,31373,1
3228,200710,United Airlines - Pre 07/01/2013,Europe,International,858,1
3229,200710,United Airlines - Pre 07/01/2013,Mexico,International,7552,3
3230,200710,United Airlines - Pre 07/01/2013,Mexico,International,8338,3
3231,200710,United Airlines - Pre 07/01/2013,Mexico,International,70,3
3232,200710,Virgin America,US,International,33433,6
3233,200710,Virgin America,US,International,33713,6
3234,200710,Virgin Atlantic,Europe,International,9614,1
3235,200710,Virgin Atlantic,Europe,International,9477,1
3236,200711,Aer Lingus,Europe,International,3471,1
3237,200711,Aer Lingus,Europe,International,3665,1
3238,200711,Air Canada ,Canada,Terminal 3,20070,11
3239,200711,Air Canada ,Canada,Terminal 3,18702,11
3240,200711,Air China,Asia,International,6991,0
3241,200711,Air China,Asia,International,6539,0
3242,200711,Air France,Europe,International,6794,1
3243,200711,Air France,Europe,International,7203,1
3244,200711,Air New Zealand,Australia / Oceania,International,6047,8
3245,200711,Air New Zealand,Australia / Oceania,International,7453,8
3246,200711,AirTran Airways,US,Terminal 1,7809,4
3247,200711,AirTran Airways,US,Terminal 1,7791,4
3248,200711,Alaska Airlines,US,Terminal 1,36784,4
3249,200711,Alaska Airlines,US,Terminal 1,39741,4
3250,200711,Alaska Airlines,US,Terminal 1,1690,4
3251,200711,Alaska Airlines,Canada,Terminal 1,4450,13
3252,200711,Alaska Airlines,Canada,Terminal 1,4953,13
3253,200711,Alaska Airlines,Canada,Terminal 1,385,13
3254,200711,Alaska Airlines,Mexico,International,13543,3
3255,200711,Alaska Airlines,Mexico,International,14774,3
3256,200711,Alaska Airlines,Mexico,International,205,3
3257,200711,All Nippon Airways,Asia,International,5875,0
3258,200711,All Nippon Airways,Asia,International,6018,0
3259,200711,American Airlines,US,Terminal 3,145173,7
3260,200711,American Airlines,US,Terminal 3,145644,7
3261,200711,American Eagle Airlines,US,Terminal 3,3985,7
3262,200711,American Eagle Airlines,US,Terminal 3,3666,7
3263,200711,Ameriflight,US,Other,8,4
3264,200711,Asiana Airlines,Asia,International,4551,0
3265,200711,Asiana Airlines,Asia,International,3844,0
3266,200711,British Airways,Europe,International,14826,1
3267,200711,British Airways,Europe,International,16223,1
3268,200711,Cathay Pacific,Asia,International,17223,0
3269,200711,Cathay Pacific,Asia,International,19329,0
3270,200711,China Airlines,Asia,International,8628,0
3271,200711,China Airlines,Asia,International,10367,0
3272,200711,Delta Air Lines,US,Terminal 1,65893,4
3273,200711,Delta Air Lines,US,Terminal 1,66383,4
3274,200711,EVA Airways,Asia,International,12088,0
3275,200711,EVA Airways,Asia,International,13957,0
3276,200711,ExpressJet Airlines,US,Terminal 1,5673,4
3277,200711,ExpressJet Airlines,US,Terminal 1,6862,4
3278,200711,Frontier Airlines,US,Terminal 1,17153,4
3279,200711,Frontier Airlines,US,Terminal 1,16472,4
3280,200711,Hawaiian Airlines,US,Terminal 1,6892,4
3281,200711,Hawaiian Airlines,US,Terminal 1,6993,4
3282,200711,Horizon Air ,US,Terminal 1,2455,4
3283,200711,Horizon Air ,US,Terminal 1,3027,4
3284,200711,Japan Airlines,Asia,International,7937,0
3285,200711,Japan Airlines,Asia,International,8104,0
3286,200711,JetBlue Airways ,US,International,16929,6
3287,200711,JetBlue Airways ,US,International,17180,6
3288,200711,KLM Royal Dutch Airlines,Europe,International,8284,1
3289,200711,KLM Royal Dutch Airlines,Europe,International,8385,1
3290,200711,Korean Air Lines,Asia,International,3763,0
3291,200711,Korean Air Lines,Asia,International,3717,0
3292,200711,Lufthansa German Airlines,Europe,International,17333,1
3293,200711,Lufthansa German Airlines,Europe,International,17013,1
3294,200711,Mesa Airlines,US,Terminal 1,928,4
3295,200711,Mesa Airlines,US,Terminal 1,982,4
3296,200711,Mexicana Airlines,Mexico,International,5499,3
3297,200711,Mexicana Airlines,Mexico,International,6771,3
3298,200711,Midwest Airlines,US,Terminal 3,3498,7
3299,200711,Midwest Airlines,US,Terminal 3,3692,7
3300,200711,Northwest Airlines,US,Terminal 1,43977,4
3301,200711,Northwest Airlines,US,Terminal 1,44417,4
3302,200711,Northwest Airlines,Asia,International,6296,0
3303,200711,Northwest Airlines,Asia,International,6278,0
3304,200711,Philippine Airlines,Asia,International,9353,0
3305,200711,Philippine Airlines,Asia,International,8851,0
3306,200711,Qantas Airways,Australia / Oceania,International,5278,8
3307,200711,Qantas Airways,Australia / Oceania,International,4910,8
3308,200711,Singapore Airlines,Asia,International,13877,0
3309,200711,Singapore Airlines,Asia,International,15376,0
3310,200711,SkyWest Airlines,US,Terminal 1,4139,4
3311,200711,SkyWest Airlines,US,Terminal 1,4363,4
3312,200711,SkyWest Airlines,US,Terminal 3,88157,7
3313,200711,SkyWest Airlines,US,Terminal 3,86949,7
3314,200711,SkyWest Airlines,Canada,Terminal 3,6617,11
3315,200711,SkyWest Airlines,Canada,Terminal 3,6237,11
3316,200711,Southwest Airlines,US,Terminal 1,67056,4
3317,200711,Southwest Airlines,US,Terminal 1,66531,4
3318,200711,Southwest Airlines,US,Terminal 1,4,4
3319,200711,Sun Country Airlines,US,Terminal 1,5440,4
3320,200711,Sun Country Airlines,US,Terminal 1,4751,4
3321,200711,TACA,Central America,International,4432,12
3322,200711,TACA,Central America,International,4845,12
3323,200711,US Airways,US,Terminal 1,63197,4
3324,200711,US Airways,US,Terminal 1,65085,4
3325,200711,United Airlines,US,Terminal 1,51040,4
3326,200711,United Airlines,US,Terminal 1,51379,4
3327,200711,United Airlines - Pre 07/01/2013,US,International,4729,6
3328,200711,United Airlines - Pre 07/01/2013,US,International,784,6
3329,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,24586,7
3330,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,23588,7
3331,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,282,7
3332,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,45921,7
3333,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,351116,7
3334,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,45496,7
3335,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,360460,7
3336,200711,United Airlines - Pre 07/01/2013,US,Terminal 3,4795,7
3337,200711,United Airlines - Pre 07/01/2013,Asia,International,70434,0
3338,200711,United Airlines - Pre 07/01/2013,Asia,International,68674,0
3339,200711,United Airlines - Pre 07/01/2013,Asia,International,3208,0
3340,200711,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7282,8
3341,200711,United Airlines - Pre 07/01/2013,Australia / Oceania,International,7621,8
3342,200711,United Airlines - Pre 07/01/2013,Australia / Oceania,International,694,8
3343,200711,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12785,11
3344,200711,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12899,11
3345,200711,United Airlines - Pre 07/01/2013,Europe,International,26993,1
3346,200711,United Airlines - Pre 07/01/2013,Europe,International,27060,1
3347,200711,United Airlines - Pre 07/01/2013,Europe,International,1116,1
3348,200711,United Airlines - Pre 07/01/2013,Mexico,International,8471,3
3349,200711,United Airlines - Pre 07/01/2013,Mexico,International,8765,3
3350,200711,United Airlines - Pre 07/01/2013,Mexico,International,36,3
3351,200711,Virgin America,US,International,35546,6
3352,200711,Virgin America,US,International,36424,6
3353,200711,Virgin Atlantic,Europe,International,7723,1
3354,200711,Virgin Atlantic,Europe,International,7894,1
3355,200712,Aer Lingus,Europe,International,2959,1
3356,200712,Aer Lingus,Europe,International,3258,1
3357,200712,Air Canada ,Canada,Terminal 3,21267,11
3358,200712,Air Canada ,Canada,Terminal 3,20064,11
3359,200712,Air China,Asia,International,6366,0
3360,200712,Air China,Asia,International,6769,0
3361,200712,Air France,Europe,International,6828,1
3362,200712,Air France,Europe,International,7156,1
3363,200712,Air New Zealand,Australia / Oceania,International,8565,8
3364,200712,Air New Zealand,Australia / Oceania,International,7910,8
3365,200712,AirTran Airways,US,Terminal 1,6893,4
3366,200712,AirTran Airways,US,Terminal 1,7068,4
3367,200712,Alaska Airlines,US,Terminal 1,34097,4
3368,200712,Alaska Airlines,US,Terminal 1,39891,4
3369,200712,Alaska Airlines,US,Terminal 1,1816,4
3370,200712,Alaska Airlines,Canada,Terminal 1,7044,13
3371,200712,Alaska Airlines,Canada,Terminal 1,7934,13
3372,200712,Alaska Airlines,Canada,Terminal 1,460,13
3373,200712,Alaska Airlines,Mexico,International,11092,3
3374,200712,Alaska Airlines,Mexico,International,14681,3
3375,200712,Alaska Airlines,Mexico,International,1549,3
3376,200712,All Nippon Airways,Asia,International,5781,0
3377,200712,All Nippon Airways,Asia,International,6209,0
3378,200712,American Airlines,US,Terminal 3,135300,7
3379,200712,American Airlines,US,Terminal 3,137726,7
3380,200712,American Eagle Airlines,US,Terminal 3,3633,7
3381,200712,American Eagle Airlines,US,Terminal 3,3933,7
3382,200712,Ameriflight,US,Other,2,4
3383,200712,Asiana Airlines,Asia,International,4131,0
3384,200712,Asiana Airlines,Asia,International,4032,0
3385,200712,British Airways,Europe,International,15583,1
3386,200712,British Airways,Europe,International,16061,1
3387,200712,Cathay Pacific,Asia,International,18000,0
3388,200712,Cathay Pacific,Asia,International,20097,0
3389,200712,China Airlines,Asia,International,9496,0
3390,200712,China Airlines,Asia,International,11253,0
3391,200712,Delta Air Lines,US,Terminal 1,60427,4
3392,200712,Delta Air Lines,US,Terminal 1,62285,4
3393,200712,EVA Airways,Asia,International,12241,0
3394,200712,EVA Airways,Asia,International,13264,0
3395,200712,ExpressJet Airlines,US,Terminal 1,5687,4
3396,200712,ExpressJet Airlines,US,Terminal 1,6746,4
3397,200712,Frontier Airlines,US,Terminal 1,13048,4
3398,200712,Frontier Airlines,US,Terminal 1,14195,4
3399,200712,Hawaiian Airlines,US,Terminal 1,6025,4
3400,200712,Hawaiian Airlines,US,Terminal 1,7033,4
3401,200712,Horizon Air ,US,Terminal 1,2791,4
3402,200712,Horizon Air ,US,Terminal 1,3163,4
3403,200712,Japan Airlines,Asia,International,6962,0
3404,200712,Japan Airlines,Asia,International,8134,0
3405,200712,JetBlue Airways ,US,International,17060,6
3406,200712,JetBlue Airways ,US,International,17544,6
3407,200712,KLM Royal Dutch Airlines,Europe,International,8559,1
3408,200712,KLM Royal Dutch Airlines,Europe,International,8400,1
3409,200712,Korean Air Lines,Asia,International,3380,0
3410,200712,Korean Air Lines,Asia,International,3969,0
3411,200712,US Airways,US,Terminal 1,62836,4
3412,200712,Lufthansa German Airlines,Europe,International,16185,1
3413,200712,Lufthansa German Airlines,Europe,International,16336,1
3414,200712,Mesa Airlines,US,Terminal 1,302,4
3415,200712,Mesa Airlines,US,Terminal 1,308,4
3416,200712,Mexicana Airlines,Mexico,International,6500,3
3417,200712,Mexicana Airlines,Mexico,International,8967,3
3418,200712,Midwest Airlines,US,Terminal 3,3216,7
3419,200712,Midwest Airlines,US,Terminal 3,3284,7
3420,200712,Northwest Airlines,US,Terminal 1,44404,4
3421,200712,Northwest Airlines,US,Terminal 1,46194,4
3422,200712,Northwest Airlines,Asia,International,6042,0
3423,200712,Northwest Airlines,Asia,International,6753,0
3424,200712,Philippine Airlines,Asia,International,9210,0
3425,200712,Philippine Airlines,Asia,International,13400,0
3426,200712,Qantas Airways,Australia / Oceania,International,8338,8
3427,200712,Qantas Airways,Australia / Oceania,International,6585,8
3428,200712,Singapore Airlines,Asia,International,15917,0
3429,200712,Singapore Airlines,Asia,International,16376,0
3430,200712,SkyWest Airlines,US,Terminal 1,4668,4
3431,200712,SkyWest Airlines,US,Terminal 1,5244,4
3432,200712,SkyWest Airlines,US,Terminal 3,84871,7
3433,200712,SkyWest Airlines,US,Terminal 3,86404,7
3434,200712,SkyWest Airlines,Canada,Terminal 3,6617,11
3435,200712,SkyWest Airlines,Canada,Terminal 3,6648,11
3436,200712,Southwest Airlines,US,Terminal 1,65149,4
3437,200712,Southwest Airlines,US,Terminal 1,67680,4
3438,200712,Southwest Airlines,US,Terminal 1,2,4
3439,200712,Sun Country Airlines,US,Terminal 1,5589,4
3440,200712,Sun Country Airlines,US,Terminal 1,5899,4
3441,200712,TACA,Central America,International,5437,12
3442,200712,TACA,Central America,International,7612,12
3443,200712,US Airways,US,Terminal 1,59030,4
3444,200712,United Airlines,US,Terminal 1,51404,4
3445,200712,United Airlines,US,Terminal 1,53429,4
3446,200712,United Airlines - Pre 07/01/2013,US,International,4729,6
3447,200712,United Airlines - Pre 07/01/2013,US,International,784,6
3448,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,23447,7
3449,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,22939,7
3450,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,289,7
3451,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,42170,7
3452,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,336243,7
3453,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,47902,7
3454,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,346854,7
3455,200712,United Airlines - Pre 07/01/2013,US,Terminal 3,4925,7
3456,200712,United Airlines - Pre 07/01/2013,Asia,International,70953,0
3457,200712,United Airlines - Pre 07/01/2013,Asia,International,75320,0
3458,200712,United Airlines - Pre 07/01/2013,Asia,International,3163,0
3459,200712,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8966,8
3460,200712,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8572,8
3461,200712,United Airlines - Pre 07/01/2013,Australia / Oceania,International,693,8
3462,200712,United Airlines - Pre 07/01/2013,Canada,Terminal 3,13420,11
3463,200712,United Airlines - Pre 07/01/2013,Canada,Terminal 3,14221,11
3464,200712,United Airlines - Pre 07/01/2013,Europe,International,29803,1
3465,200712,United Airlines - Pre 07/01/2013,Europe,International,29191,1
3466,200712,United Airlines - Pre 07/01/2013,Europe,International,672,1
3467,200712,United Airlines - Pre 07/01/2013,Mexico,International,9577,3
3468,200712,United Airlines - Pre 07/01/2013,Mexico,International,11148,3
3469,200712,United Airlines - Pre 07/01/2013,Mexico,International,52,3
3470,200712,Virgin America,US,International,38691,6
3471,200712,Virgin America,US,International,38884,6
3472,200712,Virgin Atlantic,Europe,International,8620,1
3473,200712,Virgin Atlantic,Europe,International,8756,1
3474,200801,Aer Lingus,Europe,International,2858,1
3475,200801,Aer Lingus,Europe,International,2716,1
3476,200801,Air Canada ,Canada,Terminal 3,19756,11
3477,200801,Air Canada ,Canada,Terminal 3,18129,11
3478,200801,Air China,Asia,International,7603,0
3479,200801,Air China,Asia,International,6027,0
3480,200801,Air France,Europe,International,6827,1
3481,200801,Air France,Europe,International,6190,1
3482,200801,Air New Zealand,Australia / Oceania,International,8057,8
3483,200801,Air New Zealand,Australia / Oceania,International,8977,8
3484,200801,AirTran Airways,US,Terminal 1,4463,4
3485,200801,AirTran Airways,US,Terminal 1,4365,4
3486,200801,Alaska Airlines,US,Terminal 1,30390,4
3487,200801,Alaska Airlines,US,Terminal 1,32299,4
3488,200801,Alaska Airlines,US,Terminal 1,1482,4
3489,200801,Alaska Airlines,Canada,Terminal 1,6498,13
3490,200801,Alaska Airlines,Canada,Terminal 1,7566,13
3491,200801,Alaska Airlines,Canada,Terminal 1,253,13
3492,200801,Alaska Airlines,Mexico,International,12421,3
3493,200801,Alaska Airlines,Mexico,International,11883,3
3494,200801,Alaska Airlines,Mexico,International,1682,3
3495,200801,All Nippon Airways,Asia,International,6541,0
3496,200801,All Nippon Airways,Asia,International,5456,0
3497,200801,American Airlines,US,Terminal 3,125541,7
3498,200801,American Airlines,US,Terminal 3,117928,7
3499,200801,American Eagle Airlines,US,Terminal 3,3209,7
3500,200801,American Eagle Airlines,US,Terminal 3,2961,7
3501,200801,Ameriflight,US,Other,1,4
3502,200801,Ameriflight,US,Other,2,4
3503,200801,Asiana Airlines,Asia,International,4890,0
3504,200801,Asiana Airlines,Asia,International,4181,0
3505,200801,British Airways,Europe,International,15463,1
3506,200801,British Airways,Europe,International,14807,1
3507,200801,Cathay Pacific,Asia,International,24469,0
3508,200801,Cathay Pacific,Asia,International,22235,0
3509,200801,China Airlines,Asia,International,11257,0
3510,200801,China Airlines,Asia,International,11511,0
3511,200801,Delta Air Lines,US,Terminal 1,51379,4
3512,200801,Delta Air Lines,US,Terminal 1,46545,4
3513,200801,EVA Airways,Asia,International,13815,0
3514,200801,EVA Airways,Asia,International,13574,0
3515,200801,ExpressJet Airlines,US,Terminal 1,4976,4
3516,200801,ExpressJet Airlines,US,Terminal 1,5357,4
3517,200801,Frontier Airlines,US,Terminal 1,11823,4
3518,200801,Frontier Airlines,US,Terminal 1,9837,4
3519,200801,Hawaiian Airlines,US,Terminal 1,7063,4
3520,200801,Hawaiian Airlines,US,Terminal 1,6796,4
3521,200801,Horizon Air ,US,Terminal 1,2761,4
3522,200801,Horizon Air ,US,Terminal 1,2603,4
3523,200801,Japan Airlines,Asia,International,8395,0
3524,200801,Japan Airlines,Asia,International,7203,0
3525,200801,JetBlue Airways ,US,International,17019,6
3526,200801,JetBlue Airways ,US,International,16287,6
3527,200801,KLM Royal Dutch Airlines,Europe,International,8634,1
3528,200801,KLM Royal Dutch Airlines,Europe,International,7554,1
3529,200801,Korean Air Lines,Asia,International,4323,0
3530,200801,Korean Air Lines,Asia,International,3672,0
3531,200801,Lufthansa German Airlines,Europe,International,17668,1
3532,200801,Lufthansa German Airlines,Europe,International,16642,1
3533,200801,Mexicana Airlines,Mexico,International,7805,3
3534,200801,Mexicana Airlines,Mexico,International,6587,3
3535,200801,Midwest Airlines,US,Terminal 3,3172,7
3536,200801,Midwest Airlines,US,Terminal 3,2880,7
3537,200801,Northwest Airlines,US,Terminal 1,44017,4
3538,200801,Northwest Airlines,US,Terminal 1,42491,4
3539,200801,Northwest Airlines,Asia,International,6901,0
3540,200801,Northwest Airlines,Asia,International,6076,0
3541,200801,Philippine Airlines,Asia,International,14114,0
3542,200801,Philippine Airlines,Asia,International,13034,0
3543,200801,Qantas Airways,Australia / Oceania,International,8318,8
3544,200801,Qantas Airways,Australia / Oceania,International,8886,8
3545,200801,Singapore Airlines,Asia,International,16825,0
3546,200801,Singapore Airlines,Asia,International,15858,0
3547,200801,SkyWest Airlines,US,Terminal 1,7873,4
3548,200801,SkyWest Airlines,US,Terminal 1,6924,4
3549,200801,SkyWest Airlines,US,Terminal 3,77311,7
3550,200801,SkyWest Airlines,US,Terminal 3,77182,7
3551,200801,SkyWest Airlines,Canada,Terminal 3,7086,11
3552,200801,SkyWest Airlines,Canada,Terminal 3,6992,11
3553,200801,Southwest Airlines,US,Terminal 1,61789,4
3554,200801,Southwest Airlines,US,Terminal 1,61223,4
3555,200801,Southwest Airlines,US,Terminal 1,7,4
3556,200801,Sun Country Airlines,US,Terminal 1,2696,4
3557,200801,Sun Country Airlines,US,Terminal 1,2521,4
3558,200801,TACA,Central America,International,6015,12
3559,200801,TACA,Central America,International,5153,12
3560,200801,US Airways,US,Terminal 1,58994,4
3561,200801,US Airways,US,Terminal 1,57140,4
3562,200801,United Airlines,US,Terminal 1,46168,4
3563,200801,United Airlines,US,Terminal 1,42453,4
3564,200801,United Airlines - Pre 07/01/2013,US,International,7427,6
3565,200801,United Airlines - Pre 07/01/2013,US,International,1902,6
3566,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,21813,7
3567,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,19960,7
3568,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,391,7
3569,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,43111,7
3570,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,305902,7
3571,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,39540,7
3572,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,302730,7
3573,200801,United Airlines - Pre 07/01/2013,US,Terminal 3,6693,7
3574,200801,United Airlines - Pre 07/01/2013,Asia,International,75926,0
3575,200801,United Airlines - Pre 07/01/2013,Asia,International,68163,0
3576,200801,United Airlines - Pre 07/01/2013,Asia,International,3123,0
3577,200801,United Airlines - Pre 07/01/2013,Australia / Oceania,International,8128,8
3578,200801,United Airlines - Pre 07/01/2013,Australia / Oceania,International,9172,8
3579,200801,United Airlines - Pre 07/01/2013,Australia / Oceania,International,952,8
3580,200801,United Airlines - Pre 07/01/2013,Canada,Terminal 3,10777,11
3581,200801,United Airlines - Pre 07/01/2013,Canada,Terminal 3,12802,11
3582,200801,United Airlines - Pre 07/01/2013,Canada,Terminal 3,274,11
